scope,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days,signal_days_pct,defense_days,defense_days_pct,switch_count,latest_streak,latest_below_ma,latest_triggered
microcap_v1_0_costed_direct_883418_volume_only_half,35,8,2023-07-05,2026-04-30,681,20.670297494535728,14.54971509217182,1.4210791180073743,-10.536008357498794,1.9618717822887883,69.86815281795377,-3.6280149861690916,-0.11080568858472328,1.6656040836509618,120,17.62114537444934,120,17.62114537444934,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,36,8,2023-07-05,2026-04-30,681,21.107350938560376,14.589182650572985,1.4434961722956896,-10.536008357498783,2.0033536632056355,71.60885138444448,-3.190961542144443,-0.08838863429640798,1.6656040836509725,120,17.62114537444934,120,17.62114537444934,34,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,37,8,2023-07-05,2026-04-30,681,21.324326167250973,14.616042735799745,1.4538999048801222,-10.536008357498815,2.0239473473911747,72.47728005178746,-2.973986313453846,-0.07798490171197536,1.6656040836509405,115,16.886930983847286,115,16.886930983847286,34,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,38,8,2023-07-05,2026-04-30,681,22.921070976756862,14.160483268412458,1.5923442268073729,-10.536008357498773,2.1754985568555756,78.95549532780886,-1.3772415039479569,0.060459420215275284,1.6656040836509831,122,17.91483113069016,122,17.91483113069016,34,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,39,8,2023-07-05,2026-04-30,681,23.67750322881479,14.211907369828936,1.6321758528912598,-10.536008357498783,2.247293512439445,82.0784453801378,-0.6208092518900301,0.10029104629916219,1.6656040836509725,119,17.474302496328928,119,17.474302496328928,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,40,8,2023-07-05,2026-04-30,681,22.06384561995751,14.664893247335831,1.492816385770965,-10.536008357498805,2.094137065129982,75.45845094989497,-2.2344668607473075,-0.03906842082113249,1.6656040836509511,115,16.886930983847286,115,16.886930983847286,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,41,8,2023-07-05,2026-04-30,681,22.871048622670642,14.714583098428813,1.5350506149332102,-10.53600835749876,2.1707508049187054,78.75020476257389,-1.427263858034177,0.003165808341112575,1.6656040836509955,108,15.859030837004406,108,15.859030837004406,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,42,8,2023-07-05,2026-04-30,681,23.308212320510478,14.748962175281857,1.5569614061235162,-10.536008357498783,2.2122431503123616,80.54946204065925,-0.9901001601943413,0.02507659953141861,1.6656040836509725,107,15.712187958883995,107,15.712187958883995,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,43,8,2023-07-05,2026-04-30,681,23.308212320510478,14.748962175281857,1.5569614061235162,-10.536008357498783,2.2122431503123616,80.54946204065925,-0.9901001601943413,0.02507659953141861,1.6656040836509725,107,15.712187958883995,107,15.712187958883995,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,44,8,2023-07-05,2026-04-30,681,23.308212320510478,14.748962175281857,1.5569614061235162,-10.536008357498783,2.2122431503123616,80.54946204065925,-0.9901001601943413,0.02507659953141861,1.6656040836509725,107,15.712187958883995,107,15.712187958883995,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,45,8,2023-07-05,2026-04-30,681,23.308212320510478,14.748962175281857,1.5569614061235162,-10.536008357498783,2.2122431503123616,80.54946204065925,-0.9901001601943413,0.02507659953141861,1.6656040836509725,105,15.418502202643172,105,15.418502202643172,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,46,8,2023-07-05,2026-04-30,681,23.39417872503853,14.749609690290026,1.561834674561926,-10.536008357498773,2.220402445712587,80.90464772176038,-0.9041337556662903,0.02994986796982846,1.6656040836509831,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,47,8,2023-07-05,2026-04-30,681,22.684804502673806,14.743060977181882,1.5216224697422303,-10.536008357498815,2.1530738903152353,77.98719982351203,-1.6135079780310129,-0.010262336849867326,1.6656040836509405,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,48,8,2023-07-05,2026-04-30,681,24.2994545154408,14.291124492642718,1.6605742610270475,-10.536008357498783,2.3063245292650296,84.67236668425335,0.0011420347359809568,0.12868945443494995,1.6656040836509725,111,16.299559471365637,111,16.299559471365637,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,49,8,2023-07-05,2026-04-30,681,24.58551332171197,14.342218211052804,1.6719078608839986,-10.536008357498828,2.333475115764657,85.87336983384273,0.28720084100715226,0.14002305429190098,1.665604083650928,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,50,8,2023-07-05,2026-04-30,681,24.58551332171197,14.342218211052804,1.6719078608839986,-10.536008357498828,2.333475115764657,85.87336983384273,0.28720084100715226,0.14002305429190098,1.665604083650928,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,51,8,2023-07-05,2026-04-30,681,24.854219732129668,14.29708018049639,1.6924694846423955,-9.53852779120422,2.605666228183403,87.00610060787474,0.5559072514248484,0.16058467805029797,2.663084649945535,112,16.44640234948605,112,16.44640234948605,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,52,8,2023-07-05,2026-04-30,681,24.594721621078165,14.296601293606454,1.6773214255828306,-9.53852779120421,2.578460970020737,85.91211390615253,0.29640914037334554,0.145436618990733,2.663084649945546,114,16.740088105726873,114,16.740088105726873,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,8,2023-07-05,2026-04-30,681,24.10579308434031,14.334758742538293,1.644593556762861,-10.53600835749875,2.287943618342291,83.86213930224493,-0.19251939636451,0.11270875017076332,1.6656040836510062,107,15.712187958883995,107,15.712187958883995,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,54,8,2023-07-05,2026-04-30,681,24.594721621078165,14.296601293606454,1.6773214255828306,-9.53852779120421,2.578460970020737,85.91211390615253,0.29640914037334554,0.145436618990733,2.663084649945546,113,16.593245227606463,113,16.593245227606463,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,55,8,2023-07-05,2026-04-30,681,25.798377211503286,14.38154710633936,1.7380807162200824,-9.53852779120422,2.704649792528024,91.02149729197721,1.5000647307984671,0.20619590962798484,2.663084649945535,113,16.593245227606463,113,16.593245227606463,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,56,8,2023-07-05,2026-04-30,681,23.418496920525754,14.697886165499217,1.5681582778021605,-9.538527791204265,2.455147946638116,81.00520448403168,-0.8798155601790647,0.03627347121006297,2.6630846499454908,106,15.565345080763581,106,15.565345080763581,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,57,8,2023-07-05,2026-04-30,681,22.58221051879097,14.950485093010549,1.496753770235814,-9.839532731107692,2.295049077625128,77.56779216806964,-1.71610196191385,-0.03513103635628356,2.362079710042064,103,15.12481644640235,103,15.12481644640235,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,58,8,2023-07-05,2026-04-30,681,22.496809797247288,14.949833523799539,1.491943567869846,-9.839532731107658,2.2863697303555566,77.21915802297077,-1.8015026834575316,-0.039941238722251526,2.3620797100420976,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,59,8,2023-07-05,2026-04-30,681,22.496809797247288,14.949833523799539,1.491943567869846,-9.839532731107658,2.2863697303555566,77.21915802297077,-1.8015026834575316,-0.039941238722251526,2.3620797100420976,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,60,8,2023-07-05,2026-04-30,681,22.496809797247288,14.949833523799539,1.491943567869846,-9.839532731107658,2.2863697303555566,77.21915802297077,-1.8015026834575316,-0.039941238722251526,2.3620797100420976,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,61,8,2023-07-05,2026-04-30,681,22.496809797247288,14.949833523799539,1.491943567869846,-9.839532731107658,2.2863697303555566,77.21915802297077,-1.8015026834575316,-0.039941238722251526,2.3620797100420976,104,15.27165932452276,104,15.27165932452276,30,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,62,8,2023-07-05,2026-04-30,681,22.473353297433295,14.946258837244851,1.4909247930805063,-9.839532731107658,2.283985826520384,77.12347818780066,-1.824959183271524,-0.04096001351159129,2.3620797100420976,103,15.12481644640235,103,15.12481644640235,28,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,63,8,2023-07-05,2026-04-30,681,22.699439387072196,14.993159825346872,1.4995729025853946,-9.839532731107681,2.306963146258757,78.04707977421666,-1.5988730936326228,-0.03231190400670303,2.3620797100420745,91,13.362701908957417,91,13.362701908957417,26,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,64,8,2023-07-05,2026-04-30,681,23.14701310844123,14.95421917821794,1.5285122841662104,-9.839532731107681,2.352450440584638,79.88465234758473,-1.1512993722635905,-0.003372522425887148,2.3620797100420745,92,13.509544787077827,92,13.509544787077827,26,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,65,8,2023-07-05,2026-04-30,681,23.323227397958135,15.000160198840366,1.534241664324812,-9.83953273110767,2.3703592472660597,80.61146706701831,-0.9750850827466842,0.0023568577327144347,2.362079710042085,88,12.922173274596183,88,12.922173274596183,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,66,8,2023-07-05,2026-04-30,681,23.323227397958135,15.000160198840366,1.534241664324812,-9.83953273110767,2.3703592472660597,80.61146706701831,-0.9750850827466842,0.0023568577327144347,2.362079710042085,88,12.922173274596183,88,12.922173274596183,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,67,8,2023-07-05,2026-04-30,681,23.323227397958135,15.000160198840366,1.534241664324812,-9.83953273110767,2.3703592472660597,80.61146706701831,-0.9750850827466842,0.0023568577327144347,2.362079710042085,88,12.922173274596183,88,12.922173274596183,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,68,8,2023-07-05,2026-04-30,681,23.323227397958135,15.000160198840366,1.534241664324812,-9.83953273110767,2.3703592472660597,80.61146706701831,-0.9750850827466842,0.0023568577327144347,2.362079710042085,88,12.922173274596183,88,12.922173274596183,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,69,8,2023-07-05,2026-04-30,681,23.409204270501238,15.00079590083633,1.5390355194807133,-9.839532731107647,2.379097149247049,80.9667747274224,-0.889108210203581,0.0071507128886156845,2.3620797100421083,87,12.77533039647577,87,12.77533039647577,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,70,8,2023-07-05,2026-04-30,681,23.409204270501238,15.00079590083633,1.5390355194807133,-9.839532731107647,2.379097149247049,80.9667747274224,-0.889108210203581,0.0071507128886156845,2.3620797100421083,87,12.77533039647577,87,12.77533039647577,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,71,8,2023-07-05,2026-04-30,681,23.323227397958135,15.000160198840366,1.534241664324812,-9.83953273110767,2.3703592472660597,80.61146706701831,-0.9750850827466842,0.0023568577327144347,2.362079710042085,88,12.922173274596183,88,12.922173274596183,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,72,8,2023-07-05,2026-04-30,681,23.323227397958135,15.000160198840366,1.534241664324812,-9.83953273110767,2.3703592472660597,80.61146706701831,-0.9750850827466842,0.0023568577327144347,2.362079710042085,88,12.922173274596183,88,12.922173274596183,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,73,8,2023-07-05,2026-04-30,681,23.323227397958135,15.000160198840366,1.534241664324812,-9.83953273110767,2.3703592472660597,80.61146706701831,-0.9750850827466842,0.0023568577327144347,2.362079710042085,88,12.922173274596183,88,12.922173274596183,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,74,8,2023-07-05,2026-04-30,681,22.83928839690761,15.036429068938093,1.5035968212864763,-10.536008357498828,2.167736359154663,78.61994046403005,-1.4590240837972104,-0.028287985305621266,1.665604083650928,82,12.041116005873716,82,12.041116005873716,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,75,8,2023-07-05,2026-04-30,681,22.518449261075446,14.939061541748952,1.4941436307294753,-10.536008357498794,2.1372846809720296,77.30745568378417,-1.779863219629373,-0.03774117586262227,1.6656040836509618,87,12.77533039647577,87,12.77533039647577,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,76,8,2023-07-05,2026-04-30,681,22.201520097202533,14.871782001891379,1.4820378489741541,-10.536008357498783,2.1072041084137014,76.01709262960232,-2.0967923835022866,-0.049846957617943444,1.6656040836509725,95,13.950073421439061,95,13.950073421439061,22,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,77,8,2023-07-05,2026-04-30,681,22.603817358262912,14.819061046045492,1.5099393138276802,-10.536008357498773,2.1453871894639436,77.65606857536692,-1.6944951224419071,-0.021945492764417374,1.6656040836509831,102,14.977973568281937,102,14.977973568281937,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,78,8,2023-07-05,2026-04-30,681,22.603817358262912,14.819061046045492,1.5099393138276802,-10.536008357498773,2.1453871894639436,77.65606857536692,-1.6944951224419071,-0.021945492764417374,1.6656040836509831,102,14.977973568281937,102,14.977973568281937,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,79,8,2023-07-05,2026-04-30,681,22.603817358262912,14.819061046045492,1.5099393138276802,-10.536008357498773,2.1453871894639436,77.65606857536692,-1.6944951224419071,-0.021945492764417374,1.6656040836509831,102,14.977973568281937,102,14.977973568281937,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,80,8,2023-07-05,2026-04-30,681,22.158217863772812,14.858307743664668,1.4807548565562318,-10.536008357498805,2.103094180634559,75.84126161520605,-2.140094616932007,-0.051129950035865734,1.6656040836509511,101,14.831130690161526,101,14.831130690161526,24,0,False,False
