date,new_5Y,old_5Y,new_10Y,old_10Y,new_15Y,old_15Y,new_MAX_COMMON,old_MAX_COMMON
2010-11-22,,,,,,,1.0,1.0
2010-11-23,,,,,,,0.9930000453283785,0.9939934294673589
2010-11-24,,,,,,,1.0009285743483083,1.00286807739845
2010-11-25,,,,,,,0.9981661723611696,0.9983327024276217
2010-11-26,,,,,,,0.9924660334117346,0.9933447952983072
2010-11-29,,,,,,,0.9950838257036742,0.9961451660287753
2010-11-30,,,,,,,0.9899185280298235,0.9911556460699023
2010-12-01,,,,,,,1.0014835124844024,1.0022309085230559
2010-12-02,,,,,,,1.0093855941267509,1.008274653022006
2010-12-03,,,,,,,1.0128964063006756,1.0108606977782049
2010-12-06,,,,,,,1.0103043981224977,1.0080402057229862
2010-12-07,,,,,,,1.0078579087903825,1.0062470692478638
2010-12-08,,,,,,,1.0064486998536994,1.0056951036790196
2010-12-09,,,,,,,1.0063527309823441,1.0060564873644262
2010-12-10,,,,,,,1.0094545655806544,1.0095224911603553
2010-12-13,,,,,,,1.0127194234447017,1.0136090916608271
2010-12-14,,,,,,,1.0114347717952494,1.011144744353259
2010-12-15,,,,,,,1.0044741616657324,1.0038477542026543
2010-12-16,,,,,,,1.0055921432111379,1.0050221063692317
2010-12-17,,,,,,,1.0066631163843145,1.0052041878385773
2010-12-20,,,,,,,1.0077903558802581,1.0061213256133368
2010-12-21,,,,,,,1.0150500653663719,1.0134763853500928
2010-12-22,,,,,,,1.015193333546243,1.0130580798307012
2010-12-23,,,,,,,1.016299934356738,1.0151583832409214
2010-12-24,,,,,,,1.0180806874281247,1.018152557392402
2010-12-27,,,,,,,1.0189925150218817,1.020022880520639
2010-12-28,,,,,,,1.0209026441205715,1.0222358079791536
2010-12-29,,,,,,,1.022268900510825,1.0224417394076926
2010-12-30,,,,,,,1.0196899633607752,1.019087352048589
2010-12-31,,,,,,,1.0217164734819304,1.0211037336553614
2011-01-03,,,,,,,1.0285194264856545,1.0279066866590854
2011-01-04,,,,,,,1.0252538316034654,1.0248144012474065
2011-01-05,,,,,,,1.0263992253612284,1.0253810894822788
2011-01-06,,,,,,,1.0262186257499626,1.025845857125523
2011-01-07,,,,,,,1.0275009773487904,1.027841344912722
2011-01-10,,,,,,,1.0305116079894612,1.0314939813177078
2011-01-11,,,,,,,1.0375704896879814,1.0404548311697952
2011-01-12,,,,,,,1.0461934059717162,1.047877495688119
2011-01-13,,,,,,,1.0435853656306384,1.044493359200617
2011-01-14,,,,,,,1.0478462367633925,1.048635295638946
2011-01-17,,,,,,,1.0490792668122952,1.049557114072879
2011-01-18,,,,,,,1.052358273103661,1.0531647441358123
2011-01-19,,,,,,,1.0441505538369649,1.0450347085722778
2011-01-20,,,,,,,1.0357155363186945,1.035391547929295
2011-01-21,,,,,,,1.0344780296014504,1.0355052139272765
2011-01-24,,,,,,,1.0443673677849459,1.0475175748782564
2011-01-25,,,,,,,1.0456685165101274,1.0513597491769944
2011-01-26,,,,,,,1.0501943293491631,1.0547751434002846
2011-01-27,,,,,,,1.0465506465599401,1.050764962455892
2011-01-28,,,,,,,1.0326911304002167,1.0349800806583263
2011-01-31,,,,,,,1.0366801082906054,1.0395320038349163
2011-02-01,,,,,,,1.0508760640723243,1.0539292594886827
2011-02-02,,,,,,,1.0489687949025257,1.0520219903188839
2011-02-03,,,,,,,1.0521467497784367,1.0551999451947949
2011-02-04,,,,,,,1.0519861994136601,1.0550393948300185
2011-02-07,,,,,,,1.0543274333551214,1.0573806287714795
2011-02-08,,,,,,,1.0602805557923216,1.0633337512086798
2011-02-09,,,,,,,1.0574675965429445,1.060049292434019
2011-02-10,,,,,,,1.0523242100429429,1.0527680801574726
2011-02-11,,,,,,,1.0534840250488373,1.053169780592179
2011-02-14,,,,,,,1.0596751407771376,1.0617818252444415
2011-02-15,,,,,,,1.058319781262442,1.0606444972963218
2011-02-16,,,,,,,1.0620379893646037,1.0632947369453434
2011-02-17,,,,,,,1.0631429647353245,1.0632046263317558
2011-02-18,,,,,,,1.06392346334547,1.0642111728191779
2011-02-21,,,,,,,1.0680605084480312,1.0705956480061198
2011-02-22,,,,,,,1.049984012171618,1.0505581064383989
2011-02-23,,,,,,,1.0550913102628585,1.0583242416694938
2011-02-24,,,,,,,1.057275779614437,1.0621092804845271
2011-02-25,,,,,,,1.0679745067243611,1.0727579600304469
2011-02-28,,,,,,,1.073844256611269,1.080237214045051
2011-03-01,,,,,,,1.0721302696917447,1.0787111629393904
2011-03-02,,,,,,,1.0733877727062568,1.0790472236083788
2011-03-03,,,,,,,1.0708567023281532,1.0721758002476358
2011-03-04,,,,,,,1.0724309350689338,1.074273973837573
2011-03-07,,,,,,,1.0666187018384674,1.0686360389486165
2011-03-08,,,,,,,1.0682602810581205,1.0707841577672526
2011-03-09,,,,,,,1.0675342667807406,1.0702715459297052
2011-03-10,,,,,,,1.05139652525731,1.0514929360257903
2011-03-11,,,,,,,1.0533632629374499,1.0516294484688975
2011-03-14,,,,,,,1.0532094483250525,1.0516207707901182
2011-03-15,,,,,,,1.0368056656935691,1.0360043042900293
2011-03-16,,,,,,,1.0279782698458888,1.027846376253668
2011-03-17,,,,,,,1.039630614565,1.0396474092293042
2011-03-18,,,,,,,1.0440827671115127,1.0438198358154531
2011-03-21,,,,,,,1.0523869087855726,1.0511829494017257
2011-03-22,,,,,,,1.0513642908482101,1.0491651660615953
2011-03-23,,,,,,,1.0573597101587544,1.0553562625351587
2011-03-24,,,,,,,1.0635885881664264,1.0625795191104574
2011-03-25,,,,,,,1.0628452350209319,1.061000022498142
2011-03-28,,,,,,,1.0595043712047465,1.0564905383864824
2011-03-29,,,,,,,1.0613792637245931,1.057651444761018
2011-03-30,,,,,,,1.0619211124322365,1.0580950170874788
2011-03-31,,,,,,,1.064540778046321,1.0603198979352912
2011-04-01,,,,,,,1.067197496560585,1.062984563083801
2011-04-04,,,,,,,1.0691979614859999,1.064985028009216
2011-04-05,,,,,,,1.0723401882349035,1.0681272547581198
2011-04-06,,,,,,,1.0821755956032635,1.0820950418497604
2011-04-07,,,,,,,1.0811992318323629,1.0792958592520925
2011-04-08,,,,,,,1.0849248450727642,1.0822055103858916
2011-04-11,,,,,,,1.0785788600606887,1.0776232868742903
2011-04-12,,,,,,,1.0696762481193416,1.0672611893845434
2011-04-13,,,,,,,1.0763182152955086,1.0743842782669584
2011-04-14,,,,,,,1.0792454533083753,1.0771817725848556
2011-04-15,,,,,,,1.0857879120061882,1.0844952028503587
2011-04-18,,,,,,,1.0838789694519377,1.0827019157311115
2011-04-19,,,,,,,1.0813988078835441,1.077037934614663
2011-04-20,,,,,,,1.0900334355025458,1.085297215519702
2011-04-21,,,,,,,1.0961955066701423,1.0920264308482799
2011-04-22,,,,,,,1.0961034512703807,1.0914733362087317
2011-04-25,,,,,,,1.0958014564993976,1.0935051452443432
2011-04-26,,,,,,,1.0992871835748572,1.0982407160044503
2011-04-27,,,,,1.0,1.0,1.1117432904149371,1.111932399840514
2011-04-28,,,,,0.9967446733349232,0.9945033916467143,1.1084685432231562,1.106329749954788
2011-04-29,,,,,0.9995250842111063,0.9959310553784567,1.112035831944288,1.108464637657678
2011-05-02,,,,,0.9942882566966191,0.9906942278639695,1.1059451425240905,1.1023739482374806
2011-05-03,,,,,0.9872264912906643,0.9817735379467573,1.0980382833415478,1.0924990268612218
2011-05-04,,,,,0.9783412990559845,0.9725347620106495,1.0879194720458556,1.0820019273490518
2011-05-05,,,,,0.959366183387573,0.9527050935317053,1.0660160253890594,1.0591955368671628
2011-05-06,,,,,0.9609789413962239,0.9533106887823196,1.0681462772844563,1.0602558624199796
2011-05-09,,,,,0.9673469480129928,0.9586251973589341,1.0757027183067445,1.0667001397570184
2011-05-10,,,,,0.9729455724613898,0.9643561085828842,1.0821648411030351,1.073303056481576
2011-05-11,,,,,0.9631924098027356,0.954008474088902,1.070967359772207,1.0614771236960765
2011-05-12,,,,,0.9645627298155112,0.9544638329217958,1.072686564298333,1.0622291899331457
2011-05-13,,,,,0.9567804218555983,0.9459377097931905,1.0638081555476342,1.0525647952759338
2011-05-16,,,,,0.9508567403668327,0.9405782355566262,1.056838732118669,1.0461914650815576
2011-05-17,,,,,0.9489917483174962,0.937296117207611,1.0548976575444922,1.042753473667716
2011-05-18,,,,,0.9536574335526344,0.9409117049097206,1.0604612621954608,1.047207804565427
