strategy,sharpe,cagr,maxdd,sharpe_rank
baseline_60_20_20,1.197322310323881,0.2456401893118149,-0.21933114974399157,1.0
mix_50_15__60_20__70_25,0.9503445628331283,0.1679792263462275,-0.2667730119429716,2.3333333333333335
mix_55_15__60_20__80_25,0.8831476783737093,0.1557625625956435,-0.25201409607318886,3.6666666666666665
mix_40_10__60_20__120_40,0.8883429052015733,0.139865352853487,-0.23097665548029253,4.0
mix_45_15__60_20__90_30,0.8753425718417328,0.14528652023294955,-0.29920728873250424,4.0
mix_60_20__90_30__120_40,0.7844908975909357,0.12578157298883666,-0.2762669897655112,6.0
