axis,bias_n,param,window,cagr,vol,sharpe,maxdd,final_nav,mom_day
mom_day,60.0,10,last_3y,0.22440116448528924,0.23452480216418883,0.9817953394978307,-0.21739953053542316,1.8358254341213762,
mom_day,60.0,10,last_5y,0.13685164765433688,0.21654754672692697,0.7016692426010912,-0.24687521489819153,1.8994740260489351,
mom_day,60.0,11,last_3y,0.11681333042701336,0.23861918572467525,0.5815927684452104,-0.3027182901888511,1.3930753520533148,
mom_day,60.0,11,last_5y,0.12427368883502088,0.21554452723575548,0.6525379621029036,-0.30271829018885166,1.796655020881133,
mom_day,60.0,12,last_3y,0.15318375560227349,0.23679921159851258,0.7196057695028497,-0.21050834595470558,1.5336911634842643,
mom_day,60.0,12,last_5y,0.1553791923418124,0.2144920095487391,0.7821512043339934,-0.21050834595470558,2.059451208592017,
mom_day,60.0,13,last_3y,0.06604131725356122,0.20434659360952806,0.4159740081581636,-0.271446319927903,1.2115493865540503,
mom_day,60.0,13,last_5y,0.04645954956912868,0.19444923736935052,0.33164175871813645,-0.278762977796018,1.2550260071251227,
mom_day,60.0,14,last_3y,0.1187860451105589,0.20399414796852164,0.6545268196602918,-0.2625803609029972,1.4004721846649408,
mom_day,60.0,14,last_5y,0.07906539718588523,0.19411939390839486,0.4908575065855676,-0.31491358007425685,1.4632100999464328,
mom_day,60.0,15,last_3y,0.11063783192075394,0.2082193138112487,0.6103112303530284,-0.30551995999961334,1.3700883744581267,
mom_day,60.0,15,last_5y,0.06638737461844313,0.1995899693785355,0.4233168831856529,-0.3998300495580269,1.3792160219391016,
mom_day,60.0,16,last_3y,0.1159386697698579,0.207328420430918,0.6352955223072917,-0.31474002127471346,1.3898041026890682,
mom_day,60.0,16,last_5y,0.08844163769400071,0.19716042946793483,0.5307401512010973,-0.39035126129157904,1.52792244534998,
mom_day,60.0,17,last_3y,0.179234596077384,0.2064285526200802,0.9063248595195523,-0.2653716806128815,1.6400218849164034,
mom_day,60.0,17,last_5y,0.13750338744074697,0.1968998381657078,0.7566322929918025,-0.29715600622723315,1.9049272122227139,
mom_day,60.0,18,last_3y,0.28810324254865605,0.20015879136982279,1.372924337335328,-0.14448183492778788,2.1376041186885977,
mom_day,60.0,18,last_5y,0.24918273126476032,0.18978731271129745,1.2748616302349063,-0.15033586858091597,3.0431844080396075,
mom_day,60.0,19,last_3y,0.3055214881225232,0.20391303777226139,1.417866618321509,-0.1292596302644855,2.225519086343213,
mom_day,60.0,19,last_5y,0.2670646048118619,0.1925063196956738,1.3339906741375431,-0.15266655800476803,3.2674193867919437,
mom_day,60.0,20,last_3y,0.3305027174684121,0.19896305359520072,1.5439274859627563,-0.12784006987892382,2.3557661758944537,
mom_day,60.0,20,last_5y,0.2829465873915977,0.19278976483540797,1.3972715050205609,-0.15869216109890472,3.47748346430425,
mom_day,60.0,21,last_3y,0.2910726271975801,0.20399063657881641,1.362151821197785,-0.1472020070206912,2.1524246748962303,
mom_day,60.0,21,last_5y,0.23969096891324804,0.1959236406010282,1.2016144208117077,-0.18944765933768148,2.9292658984448137,
mom_day,60.0,22,last_3y,0.3199852016661413,0.20172750878286855,1.4858401451338041,-0.12063082033255301,2.3003277158173683,
mom_day,60.0,22,last_5y,0.2657187186856622,0.1950815685695397,1.3132874988526249,-0.15458262233818887,3.250095726213342,
mom_day,60.0,23,last_3y,0.2570577103118892,0.20011660877652357,1.2503042494198229,-0.16162653540436334,1.9867062292506672,
mom_day,60.0,23,last_5y,0.2258476567496963,0.194700567672856,1.149888084843576,-0.18137991399971953,2.7692623460185244,
mom_day,60.0,24,last_3y,0.2410295953649122,0.19956431704060099,1.1884376130039898,-0.19071697884606942,1.911659791742841,
mom_day,60.0,24,last_5y,0.22509309619971596,0.1944141433756794,1.148176037434109,-0.2005084159030971,2.7607463570442463,
mom_day,60.0,25,last_3y,0.16628715646980807,0.1935237896444234,0.8959667440796133,-0.20998338554209472,1.5865808390257763,
mom_day,60.0,25,last_5y,0.16218076032780404,0.19231980947840205,0.8823998241810314,-0.26790140223191894,2.1208133070517583,
mom_day,60.0,26,last_3y,0.1617257732849784,0.19508414624450637,0.8701050484267512,-0.25135184246514375,1.5680338518410244,
mom_day,60.0,26,last_5y,0.13873529628893766,0.19310644019126638,0.7732481081767503,-0.32073370913082533,1.915268955284422,
mom_day,60.0,27,last_3y,0.10175077160764379,0.18638309465227437,0.6162861331675044,-0.30428648554998283,1.3374541248948784,
mom_day,60.0,27,last_5y,0.11063418516250723,0.1881402960195704,0.655379203533735,-0.38369464775587436,1.6902414951108817,
mom_day,60.0,28,last_3y,0.03416642299048389,0.1846955626562747,0.27501819436916286,-0.3997149769897652,1.1060666200596783,
mom_day,60.0,28,last_5y,0.05362534783425743,0.18536738872019307,0.3760792240841091,-0.47404002199822215,1.298606686416133,
mom_day,60.0,29,last_3y,0.04568938030396752,0.18811276154980458,0.3327093144903435,-0.4012760710051184,1.1434610425079657,
mom_day,60.0,29,last_5y,0.05701490717010138,0.18705106720248266,0.39171871261677443,-0.496956555392405,1.3196385961091623,
mom_day,60.0,30,last_3y,0.09337002645066317,0.18546117864877507,0.5767590105502801,-0.31461973706597823,1.3071578239482984,
mom_day,60.0,30,last_5y,0.05684807513868706,0.18678094953040747,0.3911218584575582,-0.4954147507657226,1.3185970835890128,
bias_n,,40,last_3y,0.27721568770777205,0.18766751447350116,1.4056910544224157,-0.1779640477749428,2.0838452607200657,20.0
bias_n,,40,last_5y,0.2015229681673718,0.18148147237080203,1.108611857066956,-0.1779640477749419,2.5050944604228063,20.0
bias_n,,45,last_3y,0.2674417641290323,0.20015620372217854,1.2917629717747485,-0.14484885006491477,2.036359689584407,20.0
bias_n,,45,last_5y,0.21092723205381203,0.19062542037338082,1.1057940040280785,-0.17617301172829236,2.6047191529813842,20.0
