axis,bias_n,param,window,cagr,vol,sharpe,maxdd,final_nav,mom_day
bias_n,,50,last_3y,0.24361849266418467,0.20109081678629223,1.1915641614149062,-0.1590228569758413,1.9236511834825454,20.0
bias_n,,50,last_5y,0.20564061346755214,0.19413857447502297,1.066524157231959,-0.18405559460261922,2.548332648131082,20.0
bias_n,,55,last_3y,0.31947536270211296,0.2039690726731458,1.4700597859444091,-0.1395817928320302,2.297662660735104,20.0
bias_n,,55,last_5y,0.2632623233178293,0.19705678530914097,1.2922950913701208,-0.1554863992323251,3.2186675631704764,20.0
bias_n,,60,last_3y,0.3305027174684121,0.19896305359520072,1.5439274859627563,-0.12784006987892382,2.3557661758944537,20.0
bias_n,,60,last_5y,0.2829465873915977,0.19278976483540797,1.3972715050205609,-0.15869216109890472,3.47748346430425,20.0
bias_n,,65,last_3y,0.3217738449121197,0.1991906888189992,1.5090738617127057,-0.13646282786257813,2.3096936966483956,20.0
bias_n,,65,last_5y,0.2502493705218769,0.19236698225161933,1.2646591134590714,-0.16535720656602793,3.056204385341882,20.0
bias_n,,70,last_3y,0.2798071578175938,0.20139373489509935,1.3331981148353904,-0.12875331828945902,2.096558286944056,20.0
bias_n,,70,last_5y,0.21546303936277855,0.19471405003948206,1.105658294079262,-0.16217739747828175,2.653889236024101,20.0
bias_n,,75,last_3y,0.21229840593579263,0.20335264330029335,1.053777457764229,-0.15011743205269124,1.781910266028626,20.0
bias_n,,75,last_5y,0.15110819060916536,0.19529645449695274,0.8223467679574273,-0.22314305045564475,2.0216511432454354,20.0
bias_n,,80,last_3y,0.20640323570544483,0.2028610954544604,1.0316790126535607,-0.17846904468117408,1.7560353676862301,20.0
bias_n,,80,last_5y,0.14343241427714504,0.19484331057278156,0.7892591823279702,-0.22525789035519106,1.9551137335476987,20.0
