window,strategy,cagr,sharpe,maxdd,avg_risky_weight,avg_turnover
last_3y,baseline_60_20_20,0.2915641131070006,1.326848222338933,-0.13478580831107478,0.5588626305179749,0.17070141832943592
last_3y,mix2_60_20__70_25,0.20591455076794607,1.0535804349091888,-0.16773503374173349,0.5579224416968543,0.13992257963164695
last_5y,baseline_60_20_20,0.2537427501303833,1.2307051680195376,-0.16600020322951992,0.6328875650240435,0.15696837038845854
last_5y,mix2_60_20__70_25,0.1845443925460175,0.9873047070787042,-0.18019306841879612,0.6265068938779428,0.13485907187882828
last_10y,baseline_60_20_20,0.22048057255934217,1.1089223191424527,-0.24599662300122704,0.6391404300107751,0.16553768084324366
last_10y,mix2_60_20__70_25,0.17613920851375764,0.9590203702753205,-0.27716665326333867,0.6275078583512138,0.14266731720273707
