bias_n,mom_day,window,cagr,vol,sharpe,maxdd,final_nav
60,10,last_3y,0.2236826535564711,0.23458089109500038,0.9790953526328278,-0.21739953053542316,1.832594661538609
60,10,last_5y,0.13645139295215936,0.21658345140789895,0.6999513077192702,-0.24687521489819153,1.8961312416583407
60,10,last_10y,0.07000273025110548,0.20068122979240421,0.4368756091777732,-0.39859525885070046,1.9666550032322554
60,10,full_common,0.1105492862194486,0.20249733776251816,0.6207199391536282,-0.39859525885070024,5.143697979478078
60,12,last_3y,0.15224317096917273,0.23689833681732794,0.7159352521579854,-0.21050834595470558,1.529940542233611
60,12,last_5y,0.15481377802879592,0.21455759690552034,0.7796805738593604,-0.21050834595470558,2.0544148481750475
60,12,last_10y,0.10015155495188366,0.1993099054792079,0.578529484698944,-0.39513221422711575,2.5963003569985568
60,12,full_common,0.14749207463119696,0.20230713193601682,0.7837171609057138,-0.3951322142271152,8.562534865311443
60,15,last_3y,0.10973482494730868,0.2083306728362676,0.6061653703097442,-0.30551995999961334,1.3667484681878344
60,15,last_5y,0.06586716748412091,0.19965920643528637,0.4207794314843081,-0.3998300495580269,1.3758538649238041
60,15,last_10y,0.08713761185973734,0.19238463757279867,0.5317967647935395,-0.4308335807377113,2.3051341307803366
60,15,full_common,0.12285845922394234,0.19918717874125827,0.6843918686896749,-0.43083358073770894,6.096548243077799
60,18,last_3y,0.28695740681796966,0.20029913850124625,1.3676272575491917,-0.14448183492778788,2.1319033584347187
60,18,last_5y,0.24851600589959677,0.18987569216211705,1.2715251473364935,-0.15033586858091597,3.035068562562467
60,18,last_10y,0.1799381095036714,0.18974510317576404,0.9700654680799606,-0.2829207731426687,5.227537677964213
60,18,full_common,0.21175341829978556,0.19757491334705934,1.0753516868843969,-0.3575762200092174,19.906799152638577
60,20,last_3y,0.32939402703343035,0.19908826383765194,1.538862931128413,-0.12784006987892382,2.3498806539913764
60,20,last_5y,0.28230515994731387,0.1928668500235247,1.394178380471256,-0.15869216109890472,3.468795503119401
60,20,last_10y,0.23239744428649822,0.1911482340182413,1.1927615984837192,-0.23241213351948864,8.074863637182647
60,20,full_common,0.2837943878142095,0.19934243496693435,1.358796735760883,-0.2324121335194883,48.86462241462089
