signal,year,return
original_bias_momentum_bond_pool_naked,2010,0.14784188082044425
original_bias_momentum_bond_pool_naked,2011,0.032856729340455804
original_bias_momentum_bond_pool_naked,2012,0.0006811993239321801
original_bias_momentum_bond_pool_naked,2013,0.1318680355171269
original_bias_momentum_bond_pool_naked,2014,1.3233473324648752
original_bias_momentum_bond_pool_naked,2015,0.578438780345969
original_bias_momentum_bond_pool_naked,2016,-0.0011116020239028135
original_bias_momentum_bond_pool_naked,2017,-0.005697198353003308
original_bias_momentum_bond_pool_naked,2018,-0.28978598064431327
original_bias_momentum_bond_pool_naked,2019,0.3328212142388436
original_bias_momentum_bond_pool_naked,2020,0.17077648091328834
original_bias_momentum_bond_pool_naked,2021,0.32490187868670306
original_bias_momentum_bond_pool_naked,2022,-0.0642753653770819
original_bias_momentum_bond_pool_naked,2023,-0.1372448391944232
original_bias_momentum_bond_pool_naked,2024,0.2806100680017636
original_bias_momentum_bond_pool_naked,2025,0.6092139996436003
original_bias_momentum_bond_pool_naked,2026,0.163625769479965
weighted_log_slope_bond_pool_naked,2010,0.2635375898586836
weighted_log_slope_bond_pool_naked,2011,0.033992273672803996
weighted_log_slope_bond_pool_naked,2012,-0.05211222706013696
weighted_log_slope_bond_pool_naked,2013,-0.09312964791840372
weighted_log_slope_bond_pool_naked,2014,1.1707119618731179
weighted_log_slope_bond_pool_naked,2015,0.6622355741676313
weighted_log_slope_bond_pool_naked,2016,-0.1725168989409449
weighted_log_slope_bond_pool_naked,2017,0.13085297163416199
weighted_log_slope_bond_pool_naked,2018,-0.15734141431051574
weighted_log_slope_bond_pool_naked,2019,0.29310179226697297
weighted_log_slope_bond_pool_naked,2020,0.47741646243566627
weighted_log_slope_bond_pool_naked,2021,0.45205002456058274
weighted_log_slope_bond_pool_naked,2022,-0.01823719031790516
weighted_log_slope_bond_pool_naked,2023,-0.01340854162933891
weighted_log_slope_bond_pool_naked,2024,0.09974174355027787
weighted_log_slope_bond_pool_naked,2025,0.2362581643514483
weighted_log_slope_bond_pool_naked,2026,0.07294484943870172
weighted_log_slope_r2_bond_pool_naked,2010,0.21946069665605927
weighted_log_slope_r2_bond_pool_naked,2011,-0.01085099842502657
weighted_log_slope_r2_bond_pool_naked,2012,-0.03337762531291344
weighted_log_slope_r2_bond_pool_naked,2013,0.012438647022444682
weighted_log_slope_r2_bond_pool_naked,2014,1.3469306642877026
weighted_log_slope_r2_bond_pool_naked,2015,0.5964165186432706
weighted_log_slope_r2_bond_pool_naked,2016,-0.19950060322023433
weighted_log_slope_r2_bond_pool_naked,2017,0.17894435747163007
weighted_log_slope_r2_bond_pool_naked,2018,-0.15393167329061952
weighted_log_slope_r2_bond_pool_naked,2019,0.33754848586986985
weighted_log_slope_r2_bond_pool_naked,2020,0.32730817883003693
weighted_log_slope_r2_bond_pool_naked,2021,0.38042969578999153
weighted_log_slope_r2_bond_pool_naked,2022,-0.08466878389762922
weighted_log_slope_r2_bond_pool_naked,2023,-0.008647623906657187
weighted_log_slope_r2_bond_pool_naked,2024,0.22942123909230938
weighted_log_slope_r2_bond_pool_naked,2025,0.28423798901056085
weighted_log_slope_r2_bond_pool_naked,2026,0.14616297389956956
