case,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,defense_days_pct,switch_count,latest_streak,latest_below_ma,latest_triggered
volume_only,full,40,19,2015-04-03,2026-04-17,2684,33.34672642217438,20.02785763942517,1.5895877737843458,-17.372000717543447,1.9195674099010684,2297.077370353852,0.6408754437641448,0.053485109661274954,2.634212969807958,6.2220566318926975,28,0,False,False
volume_only,last_5y,40,19,2021-04-19,2026-04-17,1211,37.86596261886157,20.941370657827235,1.6981028391144541,-17.372000717543557,2.1797122412401047,397.07990801422807,0.40014555334315816,0.03411129668190149,-1.5631940186722204e-13,2.8901734104046244,9,0,False,False
volume_only,last_3y,40,19,2023-04-17,2026-04-17,727,36.214444693332815,21.641478885701805,1.5928286094408968,-17.37200071754341,2.084644439184316,152.79085772801335,1.4902955496223669,0.06375468087421221,2.4868995751603507e-14,2.7510316368638237,6,0,False,False
volume_plus_stirrer,full,40,19,2015-04-03,2026-04-17,2684,32.56156599189981,20.22090173456631,1.5460424397024992,-17.462105980216524,1.8646986811779767,2145.794076003112,-0.14428498651042077,0.009939775579428378,2.5441077071348808,2.086438152011923,42,0,False,False
volume_plus_stirrer,last_5y,40,19,2021-04-19,2026-04-17,1211,36.99582963835528,21.053007636040032,1.6589444978264847,-17.372000717543468,2.1296239989786723,381.60900000697603,-0.469987427163133,-0.005047044606067974,-6.750155989720952e-14,1.1560693641618496,3,0,False,False
volume_plus_stirrer,last_3y,40,19,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,20,2015-04-03,2026-04-17,2684,33.36654176260303,20.048694604830892,1.5889133472769883,-17.372000717543422,1.9207080580481002,2301.012467827508,0.6606907841927949,0.05281068315391746,2.634212969807983,5.700447093889717,28,0,False,False
volume_only,last_5y,40,20,2021-04-19,2026-04-17,1211,37.910705588231664,20.945746381302214,1.699404190640881,-17.372000717543457,2.182287820765906,397.88604717929854,0.4448885227132493,0.035412648208328346,-5.684341886080802e-14,2.559867877786953,9,0,False,False
volume_only,last_3y,40,20,2023-04-17,2026-04-17,727,36.224787491187186,21.648122433261193,1.5927717998291844,-17.37200071754348,2.085239810898973,152.84845866557174,1.5006383474767375,0.06369787126249982,-4.263256414560601e-14,2.3383768913342506,6,0,False,False
volume_plus_stirrer,full,40,20,2015-04-03,2026-04-17,2684,32.531080276303356,20.228225844727216,1.544376550857704,-17.462105980216545,1.8629528599333323,2140.0992858413056,-0.17477070210687629,0.008273886734633251,2.5441077071348595,2.011922503725782,40,0,False,False
volume_plus_stirrer,last_5y,40,20,2021-04-19,2026-04-17,1211,36.99582963835528,21.053007636040032,1.6589444978264847,-17.372000717543468,2.1296239989786723,381.60900000697603,-0.469987427163133,-0.005047044606067974,-6.750155989720952e-14,1.1560693641618496,3,0,False,False
volume_plus_stirrer,last_3y,40,20,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,21,2015-04-03,2026-04-17,2684,33.06379477620689,20.069786089296215,1.5757062792312864,-17.3720007175434,1.9032807627515738,2241.5264675182743,0.35794379779665775,0.03960361510821553,2.6342129698080043,5.178837555886736,26,0,False,False
volume_only,last_5y,40,21,2021-04-19,2026-04-17,1211,37.405243403080405,20.97515135481775,1.6791041242884084,-17.37200071754348,2.153191449347912,388.839629032435,-0.06057366243800999,0.015112581855855733,-7.815970093361102e-14,2.2295623451692816,7,0,False,False
volume_only,last_3y,40,21,2023-04-17,2026-04-17,727,35.47934686318492,21.69422293969025,1.5635127757290974,-17.372000717543457,2.0423293459431764,148.71933337821025,0.7551977194744737,0.034438847162412856,-2.1316282072803006e-14,1.925722145804677,4,0,False,False
volume_plus_stirrer,full,40,21,2015-04-03,2026-04-17,2684,32.43904473268759,20.230755347392282,1.540645505736667,-17.672695239713487,1.8355459816786552,2122.9864458941975,-0.2668062457226412,0.0045428416135961935,2.3335184476379176,1.8628912071535022,38,0,False,False
volume_plus_stirrer,last_5y,40,21,2021-04-19,2026-04-17,1211,36.94449832515505,21.053730411983175,1.6570424528301058,-17.37200071754339,2.126669168730005,380.70850920931986,-0.5213187403633626,-0.0069490896024468896,1.0658141036401503e-14,1.0734929810074318,3,0,False,False
volume_plus_stirrer,last_3y,40,21,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,22,2015-04-03,2026-04-17,2684,32.94511898976753,20.080916346015915,1.570334075072593,-18.078947151670466,1.8222919019221455,2218.576174881906,0.23926801135729647,0.03423141094952209,1.927266535680939,4.694485842026825,24,0,False,False
volume_only,last_5y,40,22,2021-04-19,2026-04-17,1211,37.51978785201659,20.97786499850324,1.6830475288679563,-17.37200071754352,2.1597850738128486,390.8780539462218,0.05397078649817644,0.019055986435403627,-1.2079226507921703e-13,1.981833195706028,7,0,False,False
volume_only,last_3y,40,22,2023-04-17,2026-04-17,727,35.706188425341104,21.69763872319234,1.5713310853200118,-17.372000717543436,2.055387229479132,149.97105173730807,0.9820392816306551,0.042257156753327196,0.0,1.6506189821182942,4,0,False,False
volume_plus_stirrer,full,40,22,2015-04-03,2026-04-17,2684,32.304172458337256,20.237149830926356,1.5349986383414556,-18.20574851568496,1.7743940838524688,2098.123367511114,-0.4016785200729771,-0.001104025781615281,1.8004651716664455,1.751117734724292,34,0,False,False
volume_plus_stirrer,last_5y,40,22,2021-04-19,2026-04-17,1211,36.92095037979224,21.0543457147359,1.6561502680354299,-17.37200071754349,2.1253136573098814,380.2958650301409,-0.544866685726177,-0.007841274397122788,-8.881784197001252e-14,0.990916597853014,3,0,False,False
volume_plus_stirrer,last_3y,40,22,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,23,2015-04-03,2026-04-17,2684,32.816019418936506,20.113056362335335,1.563135479751846,-17.864858870658196,1.836903367472696,2193.842524510381,0.11016844052627306,0.02703281562877513,2.141354816693209,4.247391952309985,24,0,False,False
volume_only,last_5y,40,23,2021-04-19,2026-04-17,1211,37.37261878564118,20.991348941494945,1.6767946278499306,-17.37200071754349,2.151313449342633,388.26028408649034,-0.09319827987723528,0.012803085417377957,-8.881784197001252e-14,1.7341040462427744,7,0,False,False
volume_only,last_3y,40,23,2023-04-17,2026-04-17,727,35.86504636997139,21.699621731913656,1.5768226116929134,-17.372000717543457,2.0645317112928945,150.85013051237706,1.1408972262609396,0.04774868312622882,-2.1316282072803006e-14,1.3755158184319118,4,0,False,False
volume_plus_stirrer,full,40,23,2015-04-03,2026-04-17,2684,32.30007363058158,20.24669927156837,1.5342116344668817,-17.864858870658207,1.8080228824887172,2097.3717429637295,-0.4057773478286535,-0.001891029656189147,2.141354816693198,1.6766020864381521,32,0,False,False
volume_plus_stirrer,last_5y,40,23,2021-04-19,2026-04-17,1211,36.678306723154684,21.06655415274093,1.6465525848373384,-17.372000717543536,2.1113461436893797,376.0603561225122,-0.7875103423637313,-0.0174389575952143,-1.3500311979441904e-13,0.9083402146985963,3,0,False,False
volume_plus_stirrer,last_3y,40,23,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,24,2015-04-03,2026-04-17,2684,32.528159363663576,20.166390356097367,1.54838987452445,-20.006213687351426,1.6259028255920773,2139.5543437522933,-0.1776916147466565,0.012287210401379145,-2.1316282072803006e-14,3.8002980625931446,22,0,False,False
volume_only,last_5y,40,24,2021-04-19,2026-04-17,1211,37.17270753060753,20.994424403698076,1.6693613852950637,-17.372000717543436,2.139805779139071,384.72225816319394,-0.293109534910883,0.005369842862511076,-3.552713678800501e-14,1.486374896779521,7,0,False,False
volume_only,last_3y,40,24,2023-04-17,2026-04-17,727,35.631679711830344,21.70334821738381,1.568339291908259,-17.372000717543447,2.051098217826287,149.5594483796888,0.9075305681198955,0.03926536334157449,-1.0658141036401503e-14,1.1004126547455295,4,0,False,False
volume_plus_stirrer,full,40,24,2015-04-03,2026-04-17,2684,31.993352167042843,20.295309695010335,1.5191753886578636,-20.006213687351416,1.5991707709925187,2041.7851702143007,-0.7124988113673894,-0.016927275465207225,-1.0658141036401503e-14,1.527570789865872,26,0,False,False
volume_plus_stirrer,last_5y,40,24,2021-04-19,2026-04-17,1211,36.62045859031953,21.06729170233669,1.6444113030173546,-17.372000717543436,2.1080161799289865,375.0550013950216,-0.8453584751988856,-0.019580239415198042,-3.552713678800501e-14,0.8257638315441783,3,0,False,False
volume_plus_stirrer,last_3y,40,24,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,25,2015-04-03,2026-04-17,2684,32.62042102941567,20.18241133757476,1.5508987481168626,-20.006213687351416,1.6305144761119574,2156.825569652427,-0.08542994899456602,0.014796083993791731,-1.0658141036401503e-14,3.3904619970193743,18,0,False,False
volume_only,last_5y,40,25,2021-04-19,2026-04-17,1211,37.30837191195273,20.998114934247845,1.674003899993989,-17.372000717543457,2.147615149144919,387.1209994738356,-0.157445153565682,0.010012357561436369,-5.684341886080802e-14,1.2386457473162675,7,0,False,False
volume_only,last_3y,40,25,2023-04-17,2026-04-17,727,35.759344463769025,21.70833337871733,1.5725430561107296,-17.372000717543422,2.0584470980165697,150.26497445940552,1.0351953200585768,0.04346912754404508,1.4210854715202004e-14,0.8253094910591471,4,0,False,False
volume_plus_stirrer,full,40,25,2015-04-03,2026-04-17,2684,32.015723432117426,20.29570844659657,1.5200160445691826,-20.006213687351416,1.6002889868340662,2045.795814977414,-0.6901275462928069,-0.016086619553888237,-1.0658141036401503e-14,1.4530551415797317,26,0,False,False
volume_plus_stirrer,last_5y,40,25,2021-04-19,2026-04-17,1211,36.67828852837769,21.067902976792148,1.6464600067393613,-17.372000717543568,2.1113450963271703,376.0600396444153,-0.787528537140723,-0.017531535693191325,-1.6697754290362354e-13,0.7431874483897605,3,0,False,False
volume_plus_stirrer,last_3y,40,25,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,26,2015-04-03,2026-04-17,2684,32.25919049581187,20.221237090421873,1.5343222495995827,-20.006213687351448,1.612458559122916,2089.887559946127,-0.4466604825983609,-0.0017804145234880941,-4.263256414560601e-14,3.055141579731744,16,0,False,False
volume_only,last_5y,40,26,2021-04-19,2026-04-17,1211,36.66637926066429,21.067042405744964,1.6460883520849834,-17.37200071754348,2.1106595525083063,375.85292715097165,-0.7994378048541222,-0.017903190347569264,-7.815970093361102e-14,0.990916597853014,5,0,False,False
volume_only,last_3y,40,26,2023-04-17,2026-04-17,727,34.82041236516267,21.817193202055762,1.5326869035078063,-17.372000717543436,2.004398510644697,145.10702930475455,0.09626322145221877,0.0036129749411217826,0.0,0.5502063273727648,2,0,False,False
volume_plus_stirrer,full,40,26,2015-04-03,2026-04-17,2684,31.929604671907306,20.297427999707992,1.5165683012657996,-20.006213687351416,1.5959843861956873,2030.3940954498582,-0.7762463065029266,-0.01953436285727128,-1.0658141036401503e-14,1.3412816691505216,22,0,False,False
volume_plus_stirrer,last_5y,40,26,2021-04-19,2026-04-17,1211,36.60773654855647,21.069153116376647,1.6438247212321158,-17.37200071754348,2.1072838496712345,374.8341303305962,-0.8580805169619481,-0.02016682120043689,-7.815970093361102e-14,0.6606110652353426,3,0,False,False
volume_plus_stirrer,last_3y,40,26,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,27,2015-04-03,2026-04-17,2684,32.09287454735774,20.227365918445265,1.5274639588191445,-20.006213687351426,1.6041453444860427,2059.679654766522,-0.6129764310524948,-0.008638705303926297,-2.1316282072803006e-14,2.7570789865871834,16,0,False,False
volume_only,last_5y,40,27,2021-04-19,2026-04-17,1211,36.63900915577789,21.06805118648313,1.6450304371099158,-17.372000717543546,2.109084022704252,375.3772104005757,-0.8268079097405234,-0.01896110532263684,-1.4566126083082054e-13,0.8257638315441783,5,0,False,False
volume_only,last_3y,40,27,2023-04-17,2026-04-17,727,34.82035969558355,21.817379176741333,1.532673838649619,-17.372000717543436,2.004395478778651,145.10674197531674,0.09621055187309935,0.0035999100829344766,0.0,0.41265474552957354,2,0,False,False
volume_plus_stirrer,full,40,27,2015-04-03,2026-04-17,2684,31.895304718371186,20.298406868408094,1.515175725012676,-20.006213687351416,1.5942699211763616,2024.2878418552298,-0.8105462600390467,-0.020926939110394782,-1.0658141036401503e-14,1.2667660208643814,20,0,False,False
volume_plus_stirrer,last_5y,40,27,2021-04-19,2026-04-17,1211,36.58041024911156,21.07004608233143,1.6427760503346667,-17.372000717543546,2.1057108414789507,374.3599881592328,-0.8854068164068565,-0.02121549209788598,-1.4566126083082054e-13,0.5780346820809248,3,0,False,False
volume_plus_stirrer,last_3y,40,27,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,28,2015-04-03,2026-04-17,2684,32.072734316787255,20.244898032441892,1.5255372051420952,-20.006213687351348,1.6031386457230934,2056.047433208449,-0.633116661622978,-0.010565458980975606,5.684341886080802e-14,2.459016393442623,14,0,False,False
volume_only,last_5y,40,28,2021-04-19,2026-04-17,1211,36.20197631090092,21.096581913874296,1.6272947242249223,-17.372000717543557,2.0839267105452874,367.8325710941829,-1.2638407546174975,-0.03669681820763038,-1.5631940186722204e-13,0.6606110652353426,5,0,False,False
volume_only,last_3y,40,28,2023-04-17,2026-04-17,727,34.714978971193,21.819218546865194,1.5288305850069093,-17.372000717543436,1.9983293539779465,144.5323059567816,-0.009170172517450226,-0.00024334355977528865,0.0,0.2751031636863824,2,0,False,False
volume_plus_stirrer,full,40,28,2015-04-03,2026-04-17,2684,31.885456087137023,20.31520720407926,1.5137114396893274,-20.006213687351394,1.5937776425579262,2022.5374816436329,-0.8203948912732102,-0.022391224433743417,1.0658141036401503e-14,1.1549925484351715,16,0,False,False
volume_plus_stirrer,last_5y,40,28,2021-04-19,2026-04-17,1211,36.207547204303395,21.09742173532444,1.6274399715146735,-17.372000717543557,2.0842473928600684,367.9281367787709,-1.2582698612150196,-0.036551570917879195,-1.5631940186722204e-13,0.495458298926507,3,0,False,False
volume_plus_stirrer,last_3y,40,28,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,29,2015-04-03,2026-04-17,2684,32.28009046922076,20.25912483171716,1.5326415478334894,-20.006213687351426,1.6135032332294479,2093.710667332968,-0.42576050918947317,-0.0034611162895814562,-2.1316282072803006e-14,2.1982116244411327,12,0,False,False
volume_only,last_5y,40,29,2021-04-19,2026-04-17,1211,36.30232062329242,21.103825825732706,1.6304393707498508,-17.372000717543536,2.0897029198618235,369.55631739533965,-1.1634964422259984,-0.03355217168270186,-1.3500311979441904e-13,0.495458298926507,5,0,False,False
volume_only,last_3y,40,29,2023-04-17,2026-04-17,727,34.58585311499818,21.82139014839157,1.5241232042427328,-17.372000717543436,1.9908963669378057,143.82965860433728,-0.13829602871226854,-0.004950724323951716,0.0,0.1375515818431912,2,0,False,False
volume_plus_stirrer,full,40,29,2015-04-03,2026-04-17,2684,31.975755174389242,20.317938921719993,1.517030668466685,-20.006213687351394,1.598291194630466,2038.6352322884065,-0.7300958040209906,-0.019071995656385843,1.0658141036401503e-14,1.0804769001490313,14,0,False,False
volume_plus_stirrer,last_5y,40,29,2021-04-19,2026-04-17,1211,36.38646212202807,21.10330536592023,1.633517245950829,-17.372000717543536,2.094546432137913,371.0056386388977,-1.079354943490344,-0.03047429648172373,-1.3500311979441904e-13,0.41288191577208916,3,0,False,False
volume_plus_stirrer,last_3y,40,29,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_only,full,40,30,2015-04-03,2026-04-17,2684,32.29628507534947,20.267948220019033,1.5326893734660243,-20.006213687351416,1.614312712043471,2096.677222658763,-0.40956590306075924,-0.0034132906570465416,-1.0658141036401503e-14,1.9746646795827123,10,0,False,False
volume_only,last_5y,40,30,2021-04-19,2026-04-17,1211,36.41157551326224,21.103491579625526,1.63441257164367,-17.372000717543422,2.09599205671753,371.4389045342175,-1.0542415522561726,-0.02957897078888272,-2.1316282072803006e-14,0.3303055326176713,3,0,False,False
volume_only,last_3y,40,30,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
volume_plus_stirrer,full,40,30,2015-04-03,2026-04-17,2684,31.98674803371202,20.318032333929235,1.5174500293079538,-20.006213687351394,1.5988406668841653,2040.6025074814497,-0.7191029446982142,-0.01865263481511703,1.0658141036401503e-14,1.0432190760059614,14,0,False,False
volume_plus_stirrer,last_5y,40,30,2021-04-19,2026-04-17,1211,36.41157551326224,21.103491579625526,1.63441257164367,-17.372000717543422,2.09599205671753,371.4389045342175,-1.0542415522561726,-0.02957897078888272,-2.1316282072803006e-14,0.3303055326176713,3,0,False,False
volume_plus_stirrer,last_3y,40,30,2023-04-17,2026-04-17,727,34.72414914371045,21.82057318226317,1.5290739285666846,-17.372000717543436,1.9988572248125471,144.5822573681766,0.0,0.0,0.0,0.0,0,0,False,False
