scope,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days,signal_days_pct,defense_days,defense_days_pct,switch_count
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,57,13,2010-02-02,2026-04-30,3940,30.92588159945826,11.254553541031608,2.5441713977143707,-10.904733946411337,2.8360051470706193,7848.455913730659,-0.12969607971655606,0.090161877878153,1.2968784947383636,308,7.817258883248732,308,7.817258883248732,60
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,60,13,2010-02-02,2026-04-30,3940,30.821292183301185,11.236010292733953,2.5407921858884572,-10.904733946411337,2.8264139533128394,7745.975384709512,-0.2342854958736318,0.0867826660522395,1.2968784947383636,326,8.274111675126903,326,8.274111675126903,60
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,58,13,2010-02-02,2026-04-30,3940,30.817323836908805,11.235138188684852,2.54070005898907,-10.904733946411337,2.8260500428853237,7742.111577844857,-0.23825384226601187,0.08669053915285208,1.2968784947383636,322,8.17258883248731,322,8.17258883248731,60
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,59,13,2010-02-02,2026-04-30,3940,30.817311710249683,11.235223602033683,2.5406807438683296,-10.904733946411337,2.826048930830763,7742.099773379568,-0.23826596892513408,0.08667122403211192,1.2968784947383636,326,8.274111675126903,326,8.274111675126903,60
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,64,13,2010-02-02,2026-04-30,3940,30.755200130405914,11.22510741891929,2.5384601426431153,-12.2016124411497,2.520584904556106,7681.856709826573,-0.3003775487689033,0.08445062280689752,0.0,313,7.944162436548223,313,7.944162436548223,58
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,65,13,2010-02-02,2026-04-30,3940,30.756052561471027,11.225535055793575,2.538428041809004,-12.2016124411497,2.5206547667213917,7682.680549684743,-0.29952511770379076,0.08441852197278621,0.0,314,7.969543147208122,314,7.969543147208122,58
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,69,13,2010-02-02,2026-04-30,3940,30.76765705303042,11.246047622305419,2.534822897704015,-12.2016124411498,2.5216058288547867,7693.903961778237,-0.2879206261443983,0.08081337786779708,-9.947598300641403e-14,287,7.284263959390863,287,7.284263959390863,56
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,66,13,2010-02-02,2026-04-30,3940,30.743137895865203,11.241282630244577,2.534115529841602,-12.201612441149724,2.519596327464435,7670.207820910448,-0.31243978330961397,0.08010601000538431,-2.3092638912203256e-14,293,7.436548223350253,293,7.436548223350253,58
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,67,13,2010-02-02,2026-04-30,3940,30.70694709666617,11.24199929782112,2.53140067577552,-12.201612441149711,2.516630260530777,7635.355323700153,-0.34863058250864754,0.07739115593930235,-1.0658141036401503e-14,291,7.385786802030457,291,7.385786802030457,58
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,68,13,2010-02-02,2026-04-30,3940,30.70008861483997,11.242813847567469,2.5307401542597936,-12.201612441149756,2.5160681641800373,7628.76701909866,-0.35548906433484717,0.07673063442357586,-5.5067062021407764e-14,289,7.335025380710659,289,7.335025380710659,58
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,45,13,2010-02-02,2026-04-30,3940,31.008069851902476,11.347838451107455,2.5299350536132454,-10.979470946974457,2.8241861562962804,7929.866915466583,-0.04750782727234082,0.07592553377702771,1.2221414941752435,236,5.98984771573604,236,5.98984771573604,58
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,46,13,2010-02-02,2026-04-30,3940,30.945220862653102,11.342293101873906,2.526717729814499,-10.979470946974478,2.8184619288218453,7867.542300541017,-0.11035681652171547,0.07270820997828142,1.2221414941752222,248,6.2944162436548226,248,6.2944162436548226,58
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,47,13,2010-02-02,2026-04-30,3940,30.943448734385058,11.346405839497939,2.5257190844864543,-10.979470946974445,2.818300525027755,7865.791555932179,-0.11212894478975954,0.07170956465023659,1.222141494175256,262,6.6497461928934,262,6.6497461928934,56
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,55,13,2010-02-02,2026-04-30,3940,30.83837361006969,11.317578040633599,2.524495721502411,-10.904733946411449,2.8279803763775497,7762.627233243125,-0.2172040691051258,0.07048620166619335,1.2968784947382517,282,7.15736040609137,282,7.15736040609137,62
microcap_v1_0_costed_broad_own_volume_only_half_integer_ma,full,49,13,2010-02-02,2026-04-30,3940,30.904165265186712,11.348124480002864,2.5226049514254507,-10.979470946974557,2.814722623197295,7827.074681941005,-0.1514124139881048,0.06859543158923298,1.222141494175144,258,6.5482233502538065,258,6.5482233502538065,54
