ma,full,last_10y,last_3y,last_5y
20,0.005538162738609742,0.013918475516550455,0.024287039744799177,0.010483308239529032
21,0.0012958165469649785,0.013918475516550455,0.024287039744799177,0.010483308239529032
22,-0.0008810787529238695,0.009838828441135483,0.009232531091264429,0.0020356276356423564
23,0.0015324574065909147,0.015036597601645774,0.013046291243970609,-0.0014606147516920132
24,-0.00020623406272113343,0.012581163119271377,0.00580346968033596,-0.005597195784993181
25,-0.018570582726947116,-0.016708324963200738,-0.011212722694003974,-0.035721492314017
26,0.0041320956899206784,0.009904560663125839,0.05548953386600042,0.003307033285585792
27,0.011626417935981515,0.01974325074641392,0.08252937350072198,0.018710308019582067
28,0.028684076727645724,0.041709354925361986,0.10002869839554851,0.049642874129104175
29,0.020080330991895323,0.027927765624878198,0.05827582890643135,0.025179211957639724
30,0.013652040082206884,0.018618617762754308,0.03506030691378714,0.012043961536705394
31,0.018429262705497607,0.024312950612253914,0.03691337687487506,0.0159344950046989
32,0.005648622507236745,0.0066804029902609585,-0.008575413645279584,-0.010376180141798974
33,0.001226833046548581,0.004183652550636907,-0.008575413645279584,-0.010376180141798974
34,-4.3221430202411426e-05,4.935961794760857e-05,-0.008575413645279584,-0.010376180141798974
35,0.005325909137596341,0.011724273926027262,0.05268979687219422,0.02416706757529452
36,0.012400776370232958,0.008454494623474584,0.05268979687219422,0.018694621667274536
37,0.02248441642857779,0.02104985399116499,0.04600102602396161,0.037497493083475275
38,0.006550366532107166,0.009785470345939462,0.01606619050381286,0.020568051555327704
39,-0.008724663876020333,-0.003548458407446997,-0.020088877819051998,0.000346380079048636
40,0.005263500993970105,0.01872663994229784,0.0053443008737332764,0.026176893375334354
41,0.028488478143223972,0.048734412588149034,0.08815788280249626,0.07271138535996946
42,0.05079002893435769,0.07995027698609602,0.17503708757546876,0.12089464999602484
43,0.05460703508718234,0.08570772579106345,0.17503708757546876,0.13552839977776054
44,0.06603327937977754,0.10109659375965485,0.20184938051274637,0.15053374790871477
45,0.07592553377702771,0.10447121461310038,0.1990340239090509,0.14894374534257127
46,0.07270820997828142,0.10447121461310038,0.1990340239090509,0.14894374534257127
47,0.07170956465023659,0.10447121461310038,0.1990340239090509,0.14894374534257127
48,0.06619524724139936,0.0952389221200014,0.20149812022799285,0.1385952353168416
49,0.06859543158923298,0.09868822099461738,0.20149812022799285,0.1385952353168416
50,0.06729656791842364,0.09686394692253408,0.20384630626978084,0.13981888296865064
51,0.06448156641770941,0.09066083949224524,0.1903729781507859,0.12941798391833448
52,0.06222866632281754,0.08555733099705787,0.20112525126138592,0.12076401714614016
53,0.06571728680200417,0.09105816208876583,0.22797068567975542,0.13044957663485857
54,0.06666057706051953,0.09235696493256729,0.22797068567975587,0.13044957663485857
55,0.07048620166619335,0.09815203326760846,0.23849104548258082,0.13632398487315456
56,0.05323308997248555,0.08595450209986799,0.22237303858452617,0.11606231985998994
57,0.090161877878153,0.13369223046767464,0.2603535470553193,0.18502083846333983
58,0.08669053915285208,0.12747644466523012,0.2381092034431036,0.17243304666811943
59,0.08667122403211192,0.12745501083877908,0.23805893680293844,0.17240580270798578
60,0.0867826660522395,0.12766579139415235,0.23881229498869438,0.17284671666717877
61,0.05644613056767911,0.08806250478457267,0.12517088193417525,0.10947850076622112
62,0.052008687230251205,0.08806250478457267,0.12517088193417525,0.10947850076622112
63,0.05100825772559636,0.08691640326661298,0.12248302849291304,0.10796110802244563
64,0.08445062280689752,0.12442435805229302,0.12248302849291304,0.16576068440259428
65,0.08441852197278621,0.12440832454182704,0.12248302849291304,0.16577916218621702
66,0.08010601000538431,0.12040749371656201,0.1396267712145114,0.17539038364414594
67,0.07739115593930235,0.11663040599945029,0.13328234576907683,0.1717895589260956
68,0.07673063442357586,0.11750124893375347,0.13328234576907683,0.1717895589260956
69,0.08081337786779708,0.12272980215237839,0.13328234576907683,0.1717895589260956
70,0.062409605739963236,0.0933656586925693,0.06762519723266691,0.11931550795364054
71,0.054879354045139106,0.08311551760351588,0.06762519723266691,0.10453623098714782
72,0.05103723577866637,0.07921840547537906,0.03472751300591148,0.09157709019471416
73,0.052814806687495164,0.08021575098753209,0.03783369610857035,0.09331599839092908
74,0.058614746090946745,0.08384357212385707,0.04409465842430205,0.09712836572420236
75,0.06171748069683014,0.08404027427688154,0.04409465842430205,0.09712836572420236
76,0.05921491777286336,0.08233464193058593,0.030911774359016597,0.08962462508315228
77,0.05985880411146072,0.08400347092630334,0.030911774359016597,0.08962462508315228
78,0.05985025688207868,0.08224330403782831,0.020145408556593303,0.08395147471265041
79,0.06525480940437456,0.0902423969628603,0.030388283292822393,0.08970510946423516
80,0.06742141825153292,0.0902423969628603,0.030388283292822393,0.08970510946423516
