序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2522,002543,万和电气,9.19,0.11,0.01,82854.0,75748532.54,3.38,9.29,8.98,9.0,9.18,0.57,1.25,10.7,1.35,6833684000.0,6080205118.0,0.0,0.0,-8.56,-9.99
2523,300777,中简科技,35.55,0.11,0.04,66569.0,234475145.35,3.07,35.73,34.64,34.96,35.51,0.77,1.57,40.43,3.49,15631602940.0,15059522529.0,0.03,-0.14,0.62,-12.87
2524,002245,蔚蓝锂芯,17.81,0.11,0.02,619061.0,1076203186.83,5.17,17.9,16.98,17.56,17.79,1.05,5.7,30.04,2.78,20549365664.0,19326777198.0,-0.06,0.17,0.91,0.06
2525,300902,国安达,17.71,0.11,0.02,18381.0,32304364.0,2.32,17.76,17.35,17.44,17.69,0.6,1.52,1159.58,3.92,3219737665.0,2147393712.0,0.0,-0.06,-16.58,-14.98
2526,301500,飞南资源,19.58,0.1,0.02,76553.0,148527784.0,3.63,19.78,19.07,19.56,19.56,0.69,5.31,41.2,2.35,11003020219.0,2820512079.0,0.1,-0.05,26.65,24.79
2527,603100,川仪股份,19.2,0.1,0.02,63346.0,121871453.0,3.18,19.48,18.87,18.91,19.18,0.71,1.24,15.63,2.11,9852924979.0,9821551987.0,0.05,-0.1,-14.63,-15.42
2528,603045,福达合金,28.99,0.1,0.03,24226.0,70198308.0,3.0,29.4,28.53,28.9,28.96,0.65,1.79,53.06,3.85,3926555043.0,3926555043.0,-0.24,-0.14,48.36,47.53
2529,002703,浙江世宝,19.27,0.1,0.02,201431.0,386108661.87,3.12,19.45,18.85,19.03,19.25,0.61,3.44,79.43,7.76,15852126040.0,11293146386.0,-0.05,0.05,-5.63,-6.46
2530,300434,金石亚药,9.93,0.1,0.01,63126.0,62895521.31,3.23,10.08,9.76,9.83,9.92,1.08,1.85,30.92,1.58,3989316649.0,3397262384.0,0.0,-0.1,-7.88,-3.4
2531,300402,宝色股份,19.09,0.1,0.02,25648.0,48660413.4,2.31,19.15,18.71,18.84,19.07,0.72,1.05,70.4,3.14,4711230588.0,4650677108.0,0.16,-0.1,-11.99,-11.25
2532,001260,坤泰股份,20.97,0.1,0.02,13328.0,27799783.03,2.58,21.16,20.62,20.74,20.95,0.59,1.16,48.43,2.91,2411550000.0,2411550000.0,0.05,0.14,4.02,4.22
2533,301381,赛维时代,19.36,0.1,0.02,15178.0,29313277.76,2.02,19.45,19.06,19.1,19.34,0.59,0.78,27.93,2.93,7810950752.0,3784264352.0,0.05,0.0,-6.56,-5.97
2534,301397,溯联股份,29.39,0.1,0.03,11746.0,34503234.0,4.33,30.22,28.95,29.1,29.36,0.59,1.66,33.86,2.33,4574932572.0,2078983883.0,0.07,-0.07,-16.53,-15.62
2535,002235,安妮股份,9.96,0.1,0.01,297722.0,292324505.0,5.63,10.13,9.57,9.83,9.95,0.74,5.38,-3121.2,7.68,5772539949.0,5513639888.0,-0.2,-0.3,-9.62,-3.68
2536,002429,兆驰股份,9.72,0.1,0.01,697845.0,663865722.32,4.02,9.74,9.35,9.44,9.71,0.66,1.54,32.99,2.68,44001862700.0,43976516935.0,0.52,0.52,30.82,31.0
2537,688181,八亿时空,31.51,0.1,0.03,15612.0,48802838.0,3.02,31.68,30.73,30.9,31.48,0.5,1.16,54.1,1.96,4237513514.0,4237513514.0,-0.25,-0.19,-8.08,-2.51
2538,600637,东方明珠,9.54,0.1,0.01,254192.0,240308980.0,2.83,9.59,9.32,9.38,9.53,0.75,0.76,44.41,1.07,32072524254.0,32072524254.0,0.1,0.0,1.17,-3.15
2539,688777,中控技术,64.86,0.09,0.06,83435.0,534797412.0,3.66,65.04,62.67,63.3,64.8,0.63,1.06,114.01,5.06,51316552721.0,51057734599.0,0.02,-0.03,34.59,31.46
2540,600366,宁波韵升,11.75,0.09,0.01,138651.0,161121187.0,2.81,11.79,11.46,11.61,11.74,0.76,1.26,35.11,2.11,12913732349.0,12913732349.0,0.09,-0.09,-15.1,-14.79
2541,300830,金现代,10.64,0.09,0.01,127782.0,134495405.6,4.8,10.79,10.28,10.45,10.63,0.81,3.79,-97.91,3.52,4805457548.0,3586581974.0,-0.09,-0.28,6.08,4.52
2542,301126,达嘉维康,11.36,0.09,0.01,25481.0,28793473.88,2.64,11.45,11.15,11.2,11.35,0.65,1.85,343.32,1.34,2333380352.0,1566353936.0,0.0,-0.09,-11.46,-7.57
2543,002296,辉煌科技,11.24,0.09,0.01,74450.0,82786573.66,2.76,11.27,10.96,11.02,11.23,0.52,2.14,20.21,1.82,4378883921.0,3904949591.0,0.0,0.09,2.46,0.36
2544,601066,中信建投,21.61,0.09,0.02,59743.0,128625886.0,1.67,21.69,21.33,21.44,21.59,0.68,0.09,17.76,2.02,167622174563.0,140371451066.0,0.05,0.05,-18.73,-18.79
2545,002695,煌上煌,10.89,0.09,0.01,42261.0,46110154.33,2.11,11.03,10.8,10.82,10.88,0.49,0.83,45.24,2.17,6093889373.0,5569745865.0,0.0,0.09,-9.55,-7.24
2546,605277,新亚电子,22.58,0.09,0.02,39521.0,88513467.0,2.17,22.63,22.14,22.16,22.56,0.46,1.24,34.59,4.53,7315645630.0,7183483400.0,-0.04,-0.04,-1.7,2.64
2547,605300,佳禾食品,10.74,0.09,0.01,11204.0,11981235.0,1.96,10.77,10.56,10.62,10.73,0.7,0.25,140.77,1.7,4880240932.0,4880240932.0,0.0,0.09,-13.11,-7.41
2548,603010,万盛股份,10.91,0.09,0.01,53827.0,58801956.0,3.39,11.08,10.71,10.84,10.9,0.61,0.91,-6.7,2.45,6432302450.0,6432302450.0,-0.09,0.0,2.54,3.71
2549,301371,敷尔佳,22.55,0.09,0.02,7877.0,17671019.15,2.09,22.63,22.16,22.3,22.53,0.63,1.01,27.06,2.1,11728345200.0,1754150970.0,-0.22,-0.22,-6.12,-4.81
2550,603082,北自科技,34.18,0.09,0.03,5386.0,18322683.0,1.9,34.25,33.6,33.8,34.15,0.65,1.33,35.37,3.48,5544937420.0,1386234842.0,-0.03,-0.09,-4.26,-7.37
2551,301536,星宸科技,69.26,0.09,0.06,36628.0,251726137.0,3.29,69.8,67.52,68.05,69.2,0.52,1.96,94.72,9.02,29207996968.0,12965005326.0,0.14,-0.01,11.8,15.61
2552,603978,深圳新星,25.71,0.08,0.02,147293.0,378599292.0,3.66,26.2,25.26,25.69,25.69,1.52,6.98,-65.83,3.59,5427234427.0,5427234427.0,-0.16,-0.12,-11.68,-8.96
2553,000963,华东医药,35.51,0.08,0.03,92525.0,329220915.88,1.8,35.84,35.2,35.31,35.48,0.98,0.53,17.0,2.58,62275195472.0,62249495110.0,-0.08,0.0,-11.23,-9.99
2554,920564,天润科技,23.7,0.08,0.02,16508.0,38052214.12,6.25,23.98,22.5,23.21,23.68,1.25,4.03,341.77,6.51,2111755818.0,971479519.0,-0.67,-0.92,-1.66,4.22
2555,002819,东方中科,24.19,0.08,0.02,15157.0,36401445.19,2.32,24.26,23.7,23.82,24.17,0.69,0.64,-66.14,1.8,7247568319.0,5686567783.0,-0.04,0.04,-10.41,-11.42
2556,603081,大丰实业,11.78,0.08,0.01,24966.0,29310899.0,2.12,11.85,11.6,11.66,11.77,0.66,0.59,40.54,1.56,4977039975.0,4977039975.0,-0.08,0.0,-15.01,-16.04
2557,300429,强力新材,12.6,0.08,0.01,60893.0,76544620.2,2.62,12.71,12.38,12.38,12.59,0.54,1.53,-210.88,3.92,6757435780.0,5022788110.0,0.0,-0.08,-11.58,-5.48
2558,301211,亨迪药业,12.08,0.08,0.01,27319.0,33019583.32,2.24,12.2,11.93,12.0,12.07,0.73,0.65,180.74,2.23,5044608000.0,5044608000.0,0.0,-0.08,-3.36,-1.15
2559,002248,华东数控,12.11,0.08,0.01,79778.0,95994162.0,2.98,12.2,11.84,11.89,12.1,0.65,2.59,120.79,39.1,3723771716.0,3723771716.0,-0.16,-0.08,9.0,5.03
2560,300121,阳谷华泰,12.14,0.08,0.01,92174.0,111813046.0,3.46,12.32,11.9,11.99,12.13,0.72,2.15,27.39,1.53,5405149683.0,5212428810.0,0.08,0.0,-10.8,-3.8
2561,603161,科华控股,14.42,0.07,0.01,13436.0,19329835.0,1.94,14.5,14.22,14.43,14.41,0.5,0.7,25.73,1.88,2803359106.0,2750596975.0,0.07,-0.21,4.49,5.03
2562,601177,杭齿前进,14.36,0.07,0.01,19416.0,27699719.0,2.23,14.38,14.06,14.11,14.35,0.51,0.49,21.17,2.1,5854765860.0,5744861600.0,0.0,-0.07,-12.55,-17.23
2563,002196,方正电机,13.72,0.07,0.01,127713.0,173866200.0,2.12,13.77,13.48,13.51,13.71,0.59,2.62,370.9,4.81,6803362880.0,6699275784.0,0.0,0.07,10.65,-13.55
2564,600927,永安期货,13.83,0.07,0.01,49544.0,68088479.0,2.1,13.87,13.58,13.76,13.82,0.98,0.34,31.79,1.53,20130333339.0,20130333339.0,0.07,0.07,-10.43,-13.94
2565,600331,宏达股份,14.33,0.07,0.01,412140.0,579725721.0,3.63,14.35,13.83,14.14,14.32,0.53,2.03,-509.42,12.01,37854128000.0,29118560000.0,0.14,-0.07,17.75,12.04
2566,600571,信雅达,13.39,0.07,0.01,48799.0,64756809.0,2.62,13.42,13.07,13.2,13.38,0.74,1.07,208.37,5.21,6244002158.0,6129295303.0,0.0,-0.07,-11.91,-15.68
2567,300869,康泰医学,13.42,0.07,0.01,26312.0,35193096.5,1.64,13.48,13.26,13.32,13.41,0.79,1.04,430.24,3.11,5392198904.0,3400107492.0,0.15,0.0,-12.69,-10.53
2568,301070,开勒股份,68.44,0.07,0.05,16436.0,112037381.0,3.41,69.13,66.8,67.49,68.39,0.73,2.77,214.16,7.85,6175330250.0,4062242512.0,0.06,0.07,13.35,11.19
2569,603382,海阳科技,27.32,0.07,0.02,5113.0,13863325.0,1.61,27.36,26.92,27.0,27.3,0.59,1.41,39.9,2.86,4951787374.0,990358742.0,0.07,0.07,-14.73,-15.26
2570,603383,顶点软件,29.07,0.07,0.02,17260.0,49862280.0,2.24,29.15,28.5,28.7,29.05,0.67,0.84,43.36,4.09,5970369245.0,5970290756.0,-0.03,-0.07,-19.9,-19.5
2571,688510,航亚科技,31.65,0.06,0.02,45240.0,141746824.0,3.92,31.95,30.71,31.56,31.63,0.68,1.74,80.43,6.81,8213890543.0,8213890543.0,-0.06,0.06,23.68,17.66
2572,300437,清水源,15.96,0.06,0.01,142366.0,227827091.99,4.33,16.35,15.66,15.66,15.95,0.82,8.19,-80.63,2.89,3913441428.0,2773059528.0,-0.06,-0.37,-6.94,-0.06
2573,301003,江苏博云,51.31,0.06,0.03,14043.0,71556231.5,3.1,51.7,50.11,50.49,51.28,0.75,1.87,45.96,4.49,4983910803.0,3855451564.0,-0.02,-0.18,28.05,15.04
2574,002601,龙佰集团,17.64,0.06,0.01,194469.0,343581978.38,2.5,17.94,17.5,17.6,17.63,0.82,0.98,18.84,1.79,42058135708.0,35061313145.0,0.11,0.23,-6.62,-9.91
2575,300589,江龙船艇,16.1,0.06,0.01,115990.0,186015962.64,2.8,16.25,15.8,15.86,16.09,0.52,5.01,-123.73,7.73,6080454736.0,3728871315.0,0.0,-0.25,-17.98,-10.8
2576,300576,容大感光,34.27,0.06,0.02,34417.0,116738615.08,2.86,34.39,33.41,33.75,34.25,0.65,1.48,95.2,7.42,12555416692.0,7973056315.0,0.06,0.0,-15.76,-11.1
2577,300034,钢研高纳,18.1,0.06,0.01,105853.0,190312389.2,2.76,18.2,17.7,17.84,18.09,0.72,1.38,164.96,3.81,14425004290.0,13883726759.0,0.11,-0.11,-3.72,-7.56
2578,002095,生 意 宝,16.77,0.06,0.01,26841.0,44739535.0,2.33,16.84,16.45,16.54,16.76,0.6,1.07,-1132.1,4.79,4238114400.0,4221150120.0,0.0,0.06,-5.73,-7.04
2579,300354,东华测试,34.45,0.06,0.02,12554.0,43001586.0,2.53,34.57,33.7,33.95,34.43,0.73,1.54,35.3,5.79,4765130924.0,2801081063.0,0.06,0.06,-20.24,-24.29
2580,603823,百合花,15.47,0.06,0.01,25958.0,39848380.0,3.17,15.5,15.01,15.26,15.46,0.77,0.62,35.67,2.65,6441208381.0,6441208381.0,-0.06,-0.13,-1.28,2.79
2581,300819,聚杰微纤,39.25,0.05,0.02,28931.0,112590730.0,3.39,39.4,38.07,38.53,39.23,0.85,2.15,83.68,6.74,5856296250.0,5289418313.0,0.0,-0.13,40.33,13.54
2582,002368,太极股份,20.75,0.05,0.01,81827.0,168435273.7,4.39,21.01,20.1,20.5,20.74,1.04,1.32,2396.87,2.49,12932049185.0,12873916690.0,0.05,-0.1,-13.65,-15.27
2583,603004,鼎龙科技,21.81,0.05,0.01,13580.0,29604438.0,2.16,22.0,21.53,21.62,21.8,0.71,2.31,31.45,2.48,5136691200.0,1284172800.0,-0.09,-0.09,-5.79,-7.07
2584,301053,远信工业,38.32,0.05,0.02,46663.0,177736700.63,5.09,39.32,37.37,37.95,38.3,0.94,5.6,176.18,4.75,3456015464.0,3191536611.0,0.16,0.03,16.09,8.56
2585,600132,重庆啤酒,56.93,0.05,0.03,29923.0,169869887.0,3.22,57.44,55.61,56.3,56.9,0.8,0.62,22.38,20.01,27552480302.0,27552480302.0,0.12,0.05,7.66,8.98
2586,002888,惠威科技,18.53,0.05,0.01,15872.0,29296143.6,2.59,18.65,18.17,18.29,18.52,0.65,2.12,206.52,7.19,2735832424.0,1388323561.0,0.0,-0.05,-9.3,-5.41
2587,605259,绿田机械,21.45,0.05,0.01,17387.0,37087718.0,3.26,21.7,21.0,21.17,21.44,0.83,1.01,13.85,2.06,3699696000.0,3699696000.0,-0.19,-0.19,-3.25,-4.16
2588,301509,金凯生科,42.12,0.05,0.02,113251.0,482656396.0,5.68,43.99,41.6,41.89,42.1,1.32,19.96,36.79,2.3,5073213698.0,2389927887.0,0.02,0.07,21.88,24.69
2589,601958,金钼股份,18.8,0.05,0.01,247538.0,462609954.0,3.03,18.99,18.42,18.79,18.79,0.72,0.77,19.03,3.21,60660162720.0,60660162720.0,0.05,0.05,24.92,20.67
2590,301551,无线传媒,28.4,0.04,0.01,22871.0,64388859.15,2.25,28.48,27.84,28.02,28.39,0.67,1.48,39.25,4.44,11360284000.0,4389325648.0,0.0,-0.04,-11.19,-9.98
2591,301584,建发致新,26.18,0.04,0.01,22748.0,59226356.45,3.32,26.45,25.58,25.77,26.17,0.58,4.24,35.99,5.31,11029333166.0,1406239981.0,-0.04,-0.08,-17.72,-10.4
2592,605398,新炬网络,26.41,0.04,0.01,9035.0,23692383.0,2.39,26.49,25.86,26.12,26.4,0.49,0.56,317.16,4.17,4297339569.0,4297339569.0,-0.23,-0.19,-5.75,-7.43
2593,301129,瑞纳智能,24.77,0.04,0.01,16165.0,39732987.79,2.5,24.83,24.21,24.5,24.76,0.59,2.44,-54.22,2.0,3366178598.0,1641817525.0,-0.12,-0.04,2.14,3.86
2594,301022,海泰科,28.5,0.04,0.01,10983.0,31157098.45,2.07,28.65,28.06,28.43,28.49,0.49,1.63,36.23,2.0,2835297591.0,1914799233.0,-0.04,-0.11,-9.21,-13.87
2595,605133,嵘泰股份,26.66,0.04,0.01,22798.0,60753176.0,3.34,26.89,26.0,26.3,26.65,0.66,0.81,38.16,2.0,7538625592.0,7521268866.0,-0.11,-0.11,-16.66,-22.25
2596,605255,天普股份,103.18,0.03,0.03,11117.0,113374351.0,3.36,103.98,100.51,101.9,103.15,0.72,0.83,581.25,17.14,13834374400.0,13834374400.0,-0.16,-0.1,-33.69,-52.67
2597,002870,香山股份,36.89,0.03,0.01,12880.0,47322910.0,2.25,37.19,36.36,36.36,36.88,0.7,1.0,40.36,2.88,4872270212.0,4757392686.0,0.03,-0.08,2.25,-6.18
2598,605488,福莱新材,32.54,0.03,0.01,27632.0,89275000.0,2.95,32.64,31.68,32.02,32.53,0.62,1.0,114.04,5.94,9822785371.0,8987351003.0,-0.15,-0.06,3.11,-5.27
2599,688576,西山科技,69.21,0.03,0.02,2565.0,17645899.0,2.41,69.72,68.05,69.39,69.19,0.77,1.18,60.26,1.81,3149059153.0,1508240861.0,0.0,0.0,10.77,9.93
2600,000034,神州数码,34.83,0.03,0.01,146267.0,498834727.82,5.6,35.14,33.19,34.04,34.82,0.89,2.42,28.2,2.27,25197566188.0,21064253342.0,0.03,0.09,-8.87,-10.49
2601,300520,科大国创,35.44,0.03,0.01,75642.0,264340668.88,3.16,35.56,34.44,34.74,35.43,0.73,2.72,-64.86,5.85,10349579278.0,9852618866.0,0.11,0.03,-4.22,1.58
2602,688212,澳华内镜,37.0,0.03,0.01,12447.0,45896145.0,3.73,37.64,36.26,36.59,36.99,1.1,0.92,434.71,3.79,4982614250.0,4982614250.0,-0.16,-0.16,-17.5,-15.35
2603,300979,华利集团,43.65,0.02,0.01,9764.0,42275531.8,1.83,43.69,42.89,43.37,43.64,0.79,0.08,15.89,3.14,50939550000.0,50939104770.0,0.11,0.14,-16.35,-13.07
2604,301315,威士顿,48.41,0.02,0.01,6997.0,33593612.79,2.44,48.54,47.36,47.66,48.4,0.59,1.89,148.71,4.19,4260080000.0,1791170000.0,0.0,-0.16,-14.24,-15.34
2605,688166,博瑞医药,49.53,0.02,0.01,108075.0,533420938.0,3.15,50.24,48.68,49.03,49.52,0.83,2.55,384.42,8.52,20956363607.0,20956363607.0,-0.12,-0.12,-0.76,0.96
2606,300841,康华生物,56.57,0.02,0.01,10024.0,56635978.0,2.26,57.08,55.8,56.16,56.56,0.57,0.84,29.15,2.1,7351096076.0,6727829087.0,0.04,0.02,-23.91,-21.71
2607,002913,奥士康,46.42,0.02,0.01,39391.0,182116481.14,3.64,46.9,45.21,45.5,46.41,0.68,1.31,39.12,3.34,14731874596.0,14004144078.0,0.02,-0.06,9.56,8.61
2608,301299,卓创资讯,65.78,0.02,0.01,13517.0,88524092.53,4.15,66.99,64.26,64.26,65.77,0.58,3.04,60.51,6.76,3971833237.0,2927022461.0,-0.08,-0.24,24.32,20.96
2609,301682,C宏明,122.82,0.01,0.01,61063.0,760568755.02,7.56,128.28,119.0,122.81,122.81,0.51,23.77,46.84,3.96,14928692150.0,3154855355.0,-0.05,0.06,76.31,76.31
2610,600180,瑞茂通,3.52,0.0,0.0,113383.0,39580366.0,3.13,3.54,3.43,3.49,3.52,0.78,1.04,38.37,0.49,3824928673.0,3824928673.0,-0.28,-0.28,-6.38,0.57
2611,002320,海峡股份,9.13,0.0,0.0,148781.0,135132519.63,2.52,9.18,8.95,9.03,9.13,0.86,0.67,80.34,5.07,20402510961.0,20402510961.0,0.11,0.11,-30.83,-24.98
2612,688253,英诺特,36.49,0.0,0.0,16019.0,58626613.0,6.39,37.93,35.6,35.93,36.49,1.0,1.17,34.23,2.44,4998557691.0,4998557691.0,0.0,0.08,17.67,20.91
2613,002746,仙坛股份,6.1,0.0,0.0,92777.0,56642588.19,2.46,6.16,6.01,6.05,6.1,0.67,1.31,20.39,1.15,5249286235.0,4329024985.0,-0.16,0.0,0.0,0.49
2614,600715,文投控股,2.0,0.0,0.0,223305.0,44268693.0,3.0,2.01,1.95,1.98,2.0,0.81,0.78,1655.86,7.23,8119707000.0,5724744482.0,0.0,0.0,-10.31,-8.26
2615,002337,赛象科技,6.11,0.0,0.0,69765.0,42362253.93,2.78,6.13,5.96,6.01,6.11,0.63,1.19,54.29,2.73,3596442233.0,3592658811.0,-0.16,0.0,-4.08,-7.0
2616,002225,濮耐股份,5.25,0.0,0.0,136867.0,71170843.0,2.29,5.26,5.14,5.19,5.25,0.61,1.4,48.12,1.48,6086005522.0,5114428436.0,0.38,0.57,-13.22,-7.89
2617,601828,美凯龙,2.41,0.0,0.0,98166.0,23533815.0,2.49,2.42,2.36,2.39,2.41,0.66,0.27,-2.5,0.24,10494905742.0,8708407364.0,0.0,-0.41,-15.14,-10.74
2618,600520,三佳科技,24.18,0.0,0.0,14714.0,35468720.0,2.36,24.35,23.78,23.95,24.18,0.58,0.93,567.71,9.87,3830837400.0,3830837400.0,0.12,-0.04,-4.2,-1.71
2619,301055,张小泉,18.61,0.0,0.0,18934.0,34945416.73,2.79,18.73,18.21,18.41,18.61,0.65,1.21,57.34,4.44,2903160000.0,2903160000.0,0.05,0.0,-5.96,-5.1
2620,002586,ST围海,4.75,0.0,0.0,51374.0,24406860.0,1.89,4.79,4.7,4.73,4.75,0.66,0.47,108.63,1.82,5435062642.0,5165710514.0,-0.21,-0.21,9.2,5.79
2621,002103,广博股份,8.36,0.0,0.0,38373.0,31946599.0,1.79,8.39,8.24,8.26,8.36,0.65,1.02,26.75,3.72,4466521887.0,3151903753.0,0.0,0.0,-10.49,-8.33
2622,600159,大龙地产,3.15,0.0,0.0,195593.0,61261687.0,3.81,3.18,3.06,3.14,3.15,1.18,2.36,-185.86,1.52,2614510181.0,2614510181.0,-0.32,-0.63,12.1,13.72
2623,000997,新 大 陆,20.15,0.0,0.0,119713.0,240319489.88,2.68,20.27,19.73,19.88,20.15,1.04,1.19,16.67,2.84,20413922987.0,20299903527.0,-0.15,-0.05,-22.59,-28.85
2624,688426,康为世纪,20.22,0.0,0.0,12729.0,25597198.0,3.61,20.5,19.77,19.99,20.22,0.73,3.31,-22.02,1.64,2274622938.0,777005425.0,-0.1,-0.2,-17.2,-15.15
2625,000897,津滨发展,2.12,0.0,0.0,285563.0,60014783.0,3.3,2.13,2.06,2.1,2.12,0.82,1.77,141.32,1.12,3428617136.0,3428552264.0,0.0,-0.47,-7.83,-7.02
2626,601018,宁波港,4.12,0.0,0.0,382669.0,157010958.0,1.7,4.14,4.07,4.08,4.12,0.79,0.2,15.51,0.99,80152080204.0,80152080204.0,-0.24,0.0,12.26,13.5
2627,601005,重庆钢铁,1.43,0.0,0.0,852076.0,121771349.0,2.8,1.45,1.41,1.42,1.43,0.62,1.02,-43.48,0.77,12658022187.0,11888500291.0,0.0,-0.69,-2.72,-2.05
2628,600067,冠城新材,4.1,0.0,0.0,256491.0,103789104.0,2.68,4.11,4.0,4.04,4.1,0.94,1.84,51.56,1.01,5705841830.0,5705841830.0,0.24,0.0,-5.09,-1.2
2629,600375,汉马科技,5.09,0.0,0.0,112320.0,56713804.0,2.36,5.1,4.98,5.06,5.09,0.67,0.77,171.5,2.42,8159633258.0,7445070518.0,-0.2,0.0,-16.01,-13.44
2630,300210,森远股份,8.51,0.0,0.0,51765.0,43829303.0,2.47,8.58,8.37,8.37,8.51,0.82,1.07,366.25,9.98,4120711800.0,4116763117.0,0.0,-0.12,-5.65,-4.27
2631,688105,诺唯赞,19.41,0.0,0.0,7184.0,13957442.0,2.11,19.62,19.21,19.33,19.41,0.54,0.18,-454.92,2.03,7720027499.0,7720027499.0,-0.15,-0.1,-1.72,-3.05
2632,301202,朗威股份,37.14,0.0,0.0,10084.0,37225824.0,2.96,37.51,36.41,36.65,37.14,0.65,2.71,67.87,4.25,5065896000.0,1380865200.0,-0.05,-0.11,-10.81,-8.07
2633,002660,茂硕电源,8.62,0.0,0.0,37095.0,31800954.0,2.67,8.68,8.45,8.59,8.62,0.57,1.08,-39.81,2.56,3074116284.0,2956545440.0,-0.12,0.0,-7.51,-6.41
2634,603323,苏农银行,4.89,0.0,0.0,196458.0,95555161.0,1.64,4.9,4.82,4.86,4.89,0.6,0.97,4.83,0.52,9870667627.0,9870667627.0,0.2,0.0,-5.05,-3.17
2635,002164,宁波东力,12.01,0.0,0.0,43741.0,52348497.5,2.41,12.1,11.81,11.87,12.01,0.43,0.91,82.0,4.46,6391406005.0,5762099467.0,-0.08,-0.08,-22.32,-24.98
2636,600630,龙头股份,7.96,0.0,0.0,35305.0,28028066.0,2.01,8.02,7.86,7.9,7.96,0.63,0.83,86.28,4.39,3381898312.0,3381898312.0,-0.13,-0.13,-13.01,-11.85
2637,002159,三特索道,19.18,0.0,0.0,42589.0,80472114.0,5.11,19.28,18.3,18.8,19.18,1.08,3.08,18.45,2.33,3400639414.0,2655903758.0,0.16,0.16,22.79,25.11
2638,600626,申达股份,4.02,0.0,0.0,129630.0,51869438.0,2.74,4.06,3.95,3.97,4.02,0.6,1.17,-156.73,1.65,5309393561.0,4454074414.0,0.0,-0.25,-11.65,-16.77
2639,000917,电广传媒,9.33,0.0,0.0,208719.0,192564547.14,3.22,9.37,9.07,9.15,9.33,0.76,1.47,75.08,1.27,13225800634.0,13224895857.0,-0.11,-0.11,-6.89,-9.24
2640,600661,昂立教育,9.68,0.0,0.0,21869.0,21044177.0,2.27,9.71,9.49,9.55,9.68,0.53,0.76,45.29,20.62,2773792674.0,2773792674.0,-0.1,-0.21,-4.72,-5.56
2641,600657,信达地产,3.01,0.0,0.0,139704.0,41647646.0,3.65,3.03,2.92,2.96,3.01,0.75,0.49,-1.21,0.46,8584154571.0,8584154571.0,0.0,0.0,-14.25,-12.75
2642,300637,扬帆新材,11.16,0.0,0.0,31145.0,34707944.0,2.33,11.27,11.01,11.07,11.16,0.66,1.33,64.11,3.58,2619811451.0,2617075175.0,0.0,-0.18,-8.07,-4.04
2643,002076,*ST星光,2.08,0.0,0.0,201071.0,41753817.0,2.88,2.1,2.04,2.05,2.08,0.9,1.93,540.27,7.32,2306978941.0,2167930403.0,0.0,-0.48,-0.48,3.48
2644,002454,松芝股份,8.36,0.0,0.0,74596.0,62401575.5,2.75,8.48,8.25,8.25,8.36,0.87,1.19,18.52,1.29,5254942176.0,5241546346.0,0.0,0.0,-4.57,-4.02
2645,600530,交大昂立,5.38,0.0,0.0,68671.0,36777485.0,2.6,5.43,5.29,5.35,5.38,0.94,0.89,1762.29,13.1,4169069600.0,4169069600.0,0.0,0.0,-17.99,-16.46
2646,605018,长华集团,10.54,0.0,0.0,16847.0,17666347.0,2.09,10.58,10.36,10.43,10.54,0.4,0.36,60.98,1.83,4954493458.0,4954493458.0,-0.09,-0.09,-4.96,-8.98
2647,600983,惠而浦,10.32,0.0,0.0,30935.0,31728786.0,2.33,10.36,10.12,10.13,10.32,0.8,0.4,18.73,2.85,7909650480.0,7909650480.0,0.1,0.1,6.94,7.95
2648,600081,东风科技,11.18,0.0,0.0,9639.0,10757703.0,1.7,11.23,11.04,11.13,11.18,0.47,0.17,207.37,1.35,6182832581.0,6182832581.0,-0.18,-0.18,-5.01,-5.49
2649,300106,西部牧业,10.09,0.0,0.0,46639.0,46841487.0,2.38,10.16,9.92,10.06,10.09,0.74,2.21,-43.63,5.53,2132343008.0,2132343008.0,0.2,0.0,-10.63,-6.14
2650,600569,安阳钢铁,2.27,0.0,0.0,353248.0,79829645.0,3.52,2.29,2.21,2.23,2.27,0.7,1.23,83.83,2.39,6520396546.0,6520396546.0,0.0,-0.44,-0.44,0.89
2651,300098,高新兴,5.22,0.0,0.0,236835.0,122410401.71,2.49,5.23,5.1,5.14,5.22,0.68,1.54,107.05,3.34,9071223476.0,8047901733.0,0.19,0.0,-16.08,-14.43
2652,600567,山鹰国际,1.56,0.0,0.0,630709.0,96939588.0,2.56,1.56,1.52,1.54,1.56,0.8,1.0,-25.48,0.59,9839627157.0,9839627157.0,0.65,0.65,-10.34,-7.69
2653,301251,威尔高,56.39,0.0,0.0,27859.0,155717337.63,4.06,57.13,54.84,55.29,56.39,0.76,5.16,81.62,4.84,7595092015.0,3044671642.0,0.07,-0.07,-0.04,7.86
2654,300017,网宿科技,17.43,0.0,0.0,1339529.0,2289233030.13,6.43,17.64,16.52,17.06,17.43,0.81,5.81,52.18,4.23,42868209613.0,40196048593.0,0.11,0.06,71.72,70.05
2655,600665,天地源,3.41,0.0,0.0,94429.0,32020390.0,3.52,3.45,3.33,3.39,3.41,0.92,1.09,-10.07,1.11,2946657797.0,2946657797.0,-0.58,-0.58,4.6,3.96
