version,candidate,segment,start,end,name,lbs,abs_threshold,rebalance_threshold,min_turnover,commission,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,vol_lb,max_lev,volreg_enabled,volreg_short_window,volreg_long_window,volreg_enter,volreg_exit,ema_vol_halflife_days,days,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate,avg_bil,avg_cash,avg_risky,max_risky,annual_turnover,total_trade_cost
V7.5,current_default,full_common,2008-12-15,2026-05-06,current_default,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,4374,0.2065223720771209,0.1422557563156155,1.391412970705856,-0.1386555128990552,1.4894638356534342,26.014844000478057,0.6476190476190476,0.1427436670087546,0.0388660265203475,0.9760626081595212,1.7433905677444237,14.764760370008736,0.2562740549937231
V7.5,current_default,1Y,2025-05-06,2026-05-06,current_default,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,252,0.5991799900825325,0.180502330032626,2.693567424832429,-0.116294389675307,5.152269097034157,1.5991799900825323,0.8461538461538461,0.0056523823990147,0.0,1.2191005531866053,1.4934817049996407,13.192430513251114,0.0131924305132511
V7.5,current_default,3Y,2023-05-08,2026-05-06,current_default,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,752,0.3774626776353795,0.1759311062535975,1.909364277611025,-0.1190018883534534,3.171904940821264,2.600350587614815,0.7567567567567568,0.0263825830996412,0.0292553191489361,1.137453849253748,1.4934817049996407,14.509838665402215,0.0432992010967558
V7.5,current_default,5Y,2021-05-06,2026-05-06,current_default,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,1256,0.2789678413050889,0.1628860007656741,1.5927237863543595,-0.1190018883534537,2.3442303745341584,3.408803275500882,0.7049180327868853,0.1264588899355936,0.0414012738853503,0.96840446494432,1.4934817049996407,13.973159437655347,0.0696440010067266
V7.5,current_default,10Y,2016-05-06,2026-05-06,current_default,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2514,0.3093511881475093,0.1555830833383746,1.811107282415828,-0.1386555128990547,2.2310774500017603,14.715479407413584,0.7107438016528925,0.1167757585480408,0.0493237867939538,1.000256552428334,1.7433905677444237,14.829104645350482,0.1479379725333774
V7.5,two_180_360,full_common,2008-10-31,2026-05-06,two_180_360,"(180, 360)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,4404,0.2167104128202521,0.1419954605418197,1.4529962545438455,-0.1550634164187821,1.3975599004924475,30.81400632557544,0.6415094339622641,0.1426203051318505,0.0424613987284287,0.9745917189507894,1.6658417394264695,14.83770211461616,0.2593065083840062
V7.5,two_180_360,1Y,2025-05-06,2026-05-06,two_180_360,"(180, 360)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,252,0.6149731513445049,0.1783947139613744,2.778410338698609,-0.1069862117930523,5.748153346471149,1.614973151344505,0.8461538461538461,0.0037398578240216,0.0,1.2333915227983807,1.576433119196908,12.155712769190108,0.0121557127691901
V7.5,two_180_360,3Y,2023-05-08,2026-05-06,two_180_360,"(180, 360)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,752,0.4066730956706135,0.1740338415709149,2.048922576115984,-0.1069862117930523,3.801172962897848,2.7683899927423594,0.7567567567567568,0.0243423327213097,0.0292553191489361,1.148443717598071,1.576433119196908,13.695932712038664,0.040870402378782
V7.5,two_180_360,5Y,2021-05-06,2026-05-06,two_180_360,"(180, 360)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,1256,0.286002052838799,0.1602385693530522,1.6506413238970368,-0.1069862117930525,2.673260862736438,3.5032756834661725,0.7213114754098361,0.1208291217677289,0.0414012738853503,0.9788614636079962,1.576433119196908,13.716755483930148,0.068366051142128
V7.5,two_180_360,10Y,2016-05-06,2026-05-06,two_180_360,"(180, 360)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2514,0.3245459855610724,0.1547780243769854,1.894391564679631,-0.1550634164187817,2.092988746517534,16.510645360947127,0.71900826446281,0.1176146870397445,0.0493237867939538,1.0064085370789666,1.6658417394264695,14.724724667141684,0.1468966579888658
