version_v75,candidate_v75,lbs,recent_weighted_sharpe_v75,mean_recent_cagr_v75,worst_recent_maxdd_v75,10y_cagr_v75,10y_maxdd_v75,10y_sharpe_v75,10y_calmar_v75,10y_annual_turnover_v75,10y_total_trade_cost_v75,version_v76,candidate_v76,recent_weighted_sharpe_v76,mean_recent_cagr_v76,worst_recent_maxdd_v76,10y_cagr_v76,10y_maxdd_v76,10y_sharpe_v76,10y_calmar_v76,10y_annual_turnover_v76,10y_total_trade_cost_v76,delta_recent_weighted_sharpe,delta_mean_recent_cagr,delta_worst_recent_maxdd,delta_10y_cagr,delta_10y_maxdd,delta_10y_sharpe,delta_10y_annual_turnover
V7.5,two_180_390,"(180, 390)",2.039339726935891,0.41727229910807917,-0.1480064910366008,0.3346020385077624,-0.1480064910366008,1.9407023735537696,2.2607254328123894,14.503418192391214,0.1446888624431409,V7.6,two_180_390,1.9823945343210152,0.4138010871388083,-0.1207109186766449,0.32812026048078,-0.1207109186766449,1.8538858475490585,2.7182318225887583,14.4107588789691,0.1437644754830488,-0.05694519261487585,-0.00347121196927086,0.027295572359955902,-0.006481778026982354,0.027295572359955902,-0.08681652600471113,-0.09265931342211431
V7.5,two_180_420,"(180, 420)",2.0305912309507437,0.41200050893105783,-0.165866421394546,0.3301420970319002,-0.165866421394546,1.93034893635158,1.990409476831915,14.290327144682363,0.1425630255624264,V7.6,two_180_420,1.9768517709909954,0.4110443335756121,-0.1305183646029114,0.3258162598938248,-0.1305183646029114,1.8479031432329407,2.4963250258696306,14.365482912647048,0.1433127938190264,-0.05373945995974827,-0.000956175355445732,0.03534805679163458,-0.0043258371380753835,0.03534805679163458,-0.08244579311863931,0.07515576796468437
V7.5,two_220_390,"(220, 390)",2.0003608450792485,0.40709833614974256,-0.1475121621319581,0.3232461912922952,-0.1475121621319581,1.8766183249890824,2.1913189164913254,14.010830077532756,0.1397747095830053,V7.6,two_220_390,1.9630149912163364,0.4085932691551102,-0.120349464632207,0.3223955636053153,-0.120349464632207,1.822437598231852,2.6788283985356265,14.205773045877418,0.1417194977672056,-0.037345853862912115,0.0014949330053676269,0.027162697499751115,-0.0008506276869799101,0.027162697499751115,-0.05418072675723051,0.1949429683446624
V7.5,two_180_360,"(180, 360)",1.9957676505112931,0.40804857135374745,-0.1550634164187817,0.3245459855610724,-0.1550634164187817,1.894391564679631,2.092988746517534,14.724724667141684,0.1468966579888658,V7.6,two_180_360,1.9605522959677704,0.40905865186146295,-0.1283020267649999,0.3230379468010214,-0.1283020267649999,1.8300086309535493,2.51779301501373,14.557630970994614,0.1452296994487319,-0.03521535454352276,0.001010080507715505,0.026761389653781803,-0.0015080387600510115,0.026761389653781803,-0.06438293372608173,-0.16709369614707015
V7.5,two_210_390,"(210, 390)",1.9852793011025687,0.40530440048923344,-0.1434088339402208,0.3291728693516547,-0.1434088339402208,1.9080015739961125,2.2953458326623624,14.360992462751964,0.1432679962355493,V7.6,two_210_390,1.9568929464633946,0.4077367232251068,-0.1184264896788183,0.3253971247009275,-0.1184264896788183,1.8396987030770555,2.7476717884945288,14.374072791371017,0.1433984880853442,-0.02838635463917405,0.002432322735873349,0.0249823442614025,-0.003775744650727164,0.0249823442614025,-0.06830287091905696,0.013080328619052395
V7.5,two_220_420,"(220, 420)",1.9876251224865706,0.4013740945098799,-0.1619911868701737,0.3172449169861691,-0.1619911868701737,1.8558703547379,1.9584084981142944,13.90317624142656,0.1387007344085173,V7.6,two_220_420,1.9568476938783936,0.4056591066924235,-0.1284137782975497,0.3193653688012197,-0.1284137782975497,1.8126820023909669,2.487002353137004,14.184222010011748,0.1415045005284505,-0.030777428608177004,0.004285012182543624,0.03357740857262398,0.0021204518150506058,0.03357740857262398,-0.04318835234693319,0.28104576858518726
V7.5,two_240_390,"(240, 390)",1.9749950952800424,0.4024896974785524,-0.1546562723767618,0.3192623827766772,-0.1546562723767618,1.850861541010277,2.064335172898222,14.13209293100402,0.140984450906921,V7.6,two_240_390,1.9504807087146174,0.40636532832525607,-0.1239722054860515,0.3204567291409841,-0.1239722054860513,1.811251272664132,2.584907866118749,14.23770125027468,0.1420380196158354,-0.024514386565424928,0.0038756308467036704,0.030684066890710293,0.0011943463643069308,0.0306840668907105,-0.039610268346144784,0.10560831927065983
V7.5,two_210_420,"(210, 420)",1.972182440902143,0.39974851032979525,-0.1579457539103979,0.3235712546953058,-0.1579457539103979,1.8890756991129545,2.048622686488088,14.2647350029062,0.1423077134813737,V7.6,two_210_420,1.9501220635303986,0.40483864418719245,-0.1264255297122021,0.3225479123717529,-0.1264255297122021,1.83079445256314,2.551287806394865,14.378996235679296,0.1434476053035625,-0.022060377371744266,0.0050901338573972055,0.03152022419819578,-0.0010233423235528893,0.03152022419819578,-0.05828124654981437,0.11426123277309586
V7.5,two_240_420,"(240, 420)",1.9643997791333179,0.3964600341576332,-0.1705291578383644,0.3137480336177931,-0.1705291578383644,1.8342374515401243,1.839849780500167,14.060108964036662,0.1402663251412229,V7.6,two_240_420,1.9444082526872593,0.40324192464134095,-0.1320058966704357,0.3176288432372545,-0.1320058966704357,1.802645644773164,2.4061716275466294,14.252632216228308,0.1421869737761824,-0.019991526446058616,0.006781890483707753,0.0385232611679287,0.0038808096194614117,0.0385232611679287,-0.03159180676696027,0.19252325219164668
V7.5,two_200_390,"(200, 390)",1.9540484214991858,0.39801778674116667,-0.1392054413767445,0.3195790254502624,-0.1392054413767445,1.8670551634512036,2.2957365911103738,14.34986706250048,0.1431570071235167,V7.6,two_200_390,1.941678397612737,0.404077744930948,-0.1190478464167725,0.3205915301859428,-0.1190478464167721,1.818715878887869,2.692963710268143,14.36784218247376,0.1433363303442024,-0.012370023886448811,0.006059958189781334,0.020157594959972006,0.0010125047356803751,0.020157594959972408,-0.048339284563334584,0.01797511997328094
