version,candidate,lbs,recent_weighted_sharpe,mean_recent_cagr,worst_recent_maxdd,10y_cagr,10y_maxdd,10y_sharpe,10y_calmar,10y_annual_turnover,10y_total_trade_cost
V7.5,three_180_240_390,"(180, 240, 390)",2.0632416571010577,0.4228631524295468,-0.138969523595746,0.3345070697464025,-0.138969523595746,1.9373307586397812,2.4070534394250607,14.085890318031192,0.1405235248394064
V7.5,two_180_390,"(180, 390)",2.039339726935891,0.41727229910807917,-0.1480064910366008,0.3346020385077624,-0.1480064910366008,1.9407023735537696,2.2607254328123894,14.503418192391214,0.1446888624431409
V7.5,two_180_420,"(180, 420)",2.0305912309507437,0.41200050893105783,-0.165866421394546,0.3301420970319002,-0.165866421394546,1.93034893635158,1.990409476831915,14.290327144682363,0.1425630255624264
V7.5,two_220_390,"(220, 390)",2.0003608450792485,0.40709833614974256,-0.1475121621319581,0.3232461912922952,-0.1475121621319581,1.8766183249890824,2.1913189164913254,14.010830077532756,0.1397747095830053
V7.5,two_180_360,"(180, 360)",1.9957676505112931,0.40804857135374745,-0.1550634164187817,0.3245459855610724,-0.1550634164187817,1.894391564679631,2.092988746517534,14.724724667141684,0.1468966579888658
V7.5,two_220_420,"(220, 420)",1.9876251224865706,0.4013740945098799,-0.1619911868701737,0.3172449169861691,-0.1619911868701737,1.8558703547379,1.9584084981142944,13.90317624142656,0.1387007344085173
V7.5,two_210_390,"(210, 390)",1.9852793011025687,0.40530440048923344,-0.1434088339402208,0.3291728693516547,-0.1434088339402208,1.9080015739961125,2.2953458326623624,14.360992462751964,0.1432679962355493
V7.5,two_240_390,"(240, 390)",1.9749950952800424,0.4024896974785524,-0.1546562723767618,0.3192623827766772,-0.1546562723767618,1.850861541010277,2.064335172898222,14.13209293100402,0.140984450906921
V7.5,two_210_420,"(210, 420)",1.972182440902143,0.39974851032979525,-0.1579457539103979,0.3235712546953058,-0.1579457539103979,1.8890756991129545,2.048622686488088,14.2647350029062,0.1423077134813737
V7.5,two_240_420,"(240, 420)",1.9643997791333179,0.3964600341576332,-0.1705291578383644,0.3137480336177931,-0.1705291578383644,1.8342374515401243,1.839849780500167,14.060108964036662,0.1402663251412229
V7.5,two_220_360,"(220, 360)",1.9566309722996988,0.3979956499260168,-0.1493875508435213,0.3127631598756966,-0.1493875508435213,1.8275343980772425,2.0936360366688525,14.23657882606501,0.1420268220981247
V7.5,two_200_390,"(200, 390)",1.9540484214991858,0.39801778674116667,-0.1392054413767445,0.3195790254502624,-0.1392054413767445,1.8670551634512036,2.2957365911103738,14.34986706250048,0.1431570071235167
V7.5,two_210_360,"(210, 360)",1.9434657435688187,0.39657321502355314,-0.1452294526565368,0.3198198363872966,-0.1452294526565368,1.863163925832297,2.202169260691635,14.62798314920444,0.145931546178968
V7.5,two_200_420,"(200, 420)",1.941000651674052,0.3923339175295121,-0.1612397471068615,0.313840348836673,-0.1612397471068615,1.847629460077216,1.9464204978483104,14.207680277977236,0.1417385246779157
V7.5,two_240_360,"(240, 360)",1.9312719495582567,0.3929720290040156,-0.1555088770932933,0.3089774447882032,-0.1555088770932933,1.803100065040354,1.986879788237688,14.363695961085975,0.1432949668498815
V7.5,two_260_390,"(260, 390)",1.92720488309072,0.39494371219296887,-0.1657261471550285,0.3064163444403696,-0.1657261471550285,1.7832621213307516,1.8489318052735055,14.191096561609656,0.1415730823646296
V7.5,two_200_360,"(200, 360)",1.9200790460289054,0.3902214573666578,-0.1460577969504378,0.3106947087387706,-0.1460577969504378,1.826224130988389,2.1272038550889505,14.50626494070157,0.1447172621465228
V7.5,two_260_420,"(260, 420)",1.9181060185882002,0.3887709768779249,-0.1825340114680657,0.3014805809864951,-0.1825340114680657,1.7718023767394089,1.6516405822771232,14.081472591658205,0.1404794527596378
V7.5,current_default,"(130, 260, 390)",1.9014320284751227,0.39124042429262756,-0.1386555128990547,0.3093511881475093,-0.1386555128990547,1.811107282415828,2.2310774500017603,14.829104645350482,0.1479379725333774
V7.5,two_260_360,"(260, 360)",1.8821167887179646,0.38476328213216476,-0.1668784948370711,0.2953353104881946,-0.1668784948370711,1.7345052809138026,1.769762549551636,14.423502324714764,0.1438916065251306
V7.6,three_180_240_390,"(180, 240, 390)",1.9903951411912573,0.4165027136374606,-0.12049670808470203,0.32798164251445905,-0.12049670808470159,1.8485468063928998,2.7219137163806053,14.218096996169917,0.14184244384274275
V7.6,two_180_390,"(180, 390)",1.9823945343210152,0.4138010871388083,-0.1207109186766449,0.32812026048078,-0.1207109186766449,1.8538858475490585,2.7182318225887583,14.4107588789691,0.1437644754830488
V7.6,two_180_420,"(180, 420)",1.9768517709909954,0.4110443335756121,-0.1305183646029114,0.3258162598938248,-0.1305183646029114,1.8479031432329407,2.4963250258696306,14.365482912647048,0.1433127938190264
V7.6,current_default,"(160, 260, 390)",1.964261216467182,0.41192836269079164,-0.1211036093182126,0.3226907047868703,-0.1211036093182122,1.8246201103508912,2.664583711447997,14.353841581336432,0.1431966576804753
V7.6,two_220_390,"(220, 390)",1.9630149912163364,0.4085932691551102,-0.120349464632207,0.3223955636053153,-0.120349464632207,1.822437598231852,2.6788283985356265,14.205773045877418,0.1417194977672056
V7.6,two_180_360,"(180, 360)",1.9605522959677704,0.40905865186146295,-0.1283020267649999,0.3230379468010214,-0.1283020267649999,1.8300086309535493,2.51779301501373,14.557630970994614,0.1452296994487319
V7.6,two_210_390,"(210, 390)",1.9568929464633946,0.4077367232251068,-0.1184264896788183,0.3253971247009275,-0.1184264896788183,1.8396987030770555,2.7476717884945288,14.374072791371017,0.1433984880853442
V7.6,two_220_420,"(220, 420)",1.9568476938783936,0.4056591066924235,-0.1284137782975497,0.3193653688012197,-0.1284137782975497,1.8126820023909669,2.487002353137004,14.184222010011748,0.1415045005284505
V7.6,two_240_390,"(240, 390)",1.9504807087146174,0.40636532832525607,-0.1239722054860515,0.3204567291409841,-0.1239722054860513,1.811251272664132,2.584907866118749,14.23770125027468,0.1420380196158354
V7.6,two_210_420,"(210, 420)",1.9501220635303986,0.40483864418719245,-0.1264255297122021,0.3225479123717529,-0.1264255297122021,1.83079445256314,2.551287806394865,14.378996235679296,0.1434476053035625
V7.6,two_240_420,"(240, 420)",1.9444082526872593,0.40324192464134095,-0.1320058966704357,0.3176288432372545,-0.1320058966704357,1.802645644773164,2.4061716275466294,14.252632216228308,0.1421869737761824
V7.6,two_200_390,"(200, 390)",1.941678397612737,0.404077744930948,-0.1190478464167725,0.3205915301859428,-0.1190478464167721,1.818715878887869,2.692963710268143,14.36784218247376,0.1433363303442024
V7.6,two_220_360,"(220, 360)",1.9410085234886414,0.4039281222386129,-0.1215148731446642,0.3170874123723846,-0.1215148731446642,1.7972781881405315,2.609453511052017,14.347767159067054,0.1431360580868832
V7.6,two_210_360,"(210, 360)",1.9364260829684736,0.40323090599325595,-0.1193726534374431,0.3206780341335185,-0.1193726534374431,1.8173766133090967,2.6863609453195965,14.538466122405012,0.1450385072687547
V7.6,two_200_420,"(200, 420)",1.934976039714035,0.40111979143204474,-0.1281220383507737,0.3176662929052756,-0.1281220383507737,1.809861855760409,2.4794039885282326,14.351239063666442,0.1431706944684818
V7.6,two_240_360,"(240, 360)",1.9285531996953753,0.4014810484130816,-0.1246635882770161,0.3152416050483686,-0.1246635882770161,1.7868689893145635,2.528738418373352,14.384342468335852,0.1435009403388743
V7.6,two_260_390,"(260, 390)",1.9270602198857514,0.40254832603738466,-0.1291312775372759,0.3140413135921804,-0.1291312775372759,1.7791118194913311,2.431953896696539,14.255537734410872,0.1422159597790037
V7.6,two_200_360,"(200, 360)",1.9235582992036715,0.4000086071906214,-0.1197834291974094,0.3160675851176895,-0.1197834291974094,1.7974748506114009,2.638658679547346,14.48291485776173,0.1444843172714801
V7.6,two_260_420,"(260, 420)",1.9214009734171085,0.3993215914313748,-0.13852577321174742,0.3114728473884856,-0.13852577321174742,1.7722723183267124,2.2484830090958967,14.255221501751032,0.14221280498175431
V7.6,two_260_360,"(260, 360)",1.9039864670301685,0.3973103891393863,-0.1305748440755004,0.3083814169542243,-0.1305748440755004,1.753346698307275,2.3617215026189364,14.403718585915742,0.1436942401785403
