date,return,nav,weight,top_pair,direction,holding,dk_execution_turnover,dk_execution_cost
2010-11-22,0.0,1.0,0.0,none,0,none_0,0.0,0.0
2010-11-23,0.014581934397335683,1.0145819343973357,0.5464085831103183,HS300/CYB,-1,HS300/CYB_-1,1.0928171662206365,0.0005464085831103182
2010-11-24,-0.0007659946649056781,1.0138047700484776,0.5464085831103183,HS300/CYB,-1,HS300/CYB_-1,0.0,0.0
2010-11-25,-0.01797519992460772,0.9955814266223353,0.5464085831103183,HS300/CYB,-1,HS300/CYB_-1,0.0,0.0
2010-11-26,0.009302201336854221,1.0048425255000089,0.5464085831103183,HS300/CYB,-1,HS300/CYB_-1,0.0,0.0
2010-11-29,0.009862712151524677,1.0147529980866266,0.44579800179787293,SZ50/CYB,-1,SZ50/CYB_-1,1.0928171662206365,0.0005464085831103182
2010-11-30,-0.0070143436880061305,1.0076351717996124,0.44579800179787293,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0
2010-12-01,-0.0026252225304004284,1.0049899052441802,0.44579800179787293,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0
2010-12-02,-0.002859372782624381,1.0021162644623127,0.44579800179787293,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0
2010-12-03,-0.009756266634247002,0.9923393509877028,0.44579800179787293,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0
2010-12-06,-0.014378383727440824,0.978071115011362,0.44579800179787293,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0
2010-12-07,0.0066027292489367895,0.9845290537699878,0.5464085831103183,HS300/CYB,-1,HS300/CYB_-1,1.0928171662206365,0.0005464085831103182
2010-12-08,0.004177087955599124,0.9886415182224279,0.5464085831103183,HS300/CYB,-1,HS300/CYB_-1,0.0,0.0
2010-12-09,-0.00170541559202797,0.9869554735623252,0.44579800179787293,SZ50/CYB,-1,SZ50/CYB_-1,1.0928171662206365,0.0005464085831103182
2010-12-10,0.0033288541247145087,0.9902409043614027,0.5464085831103183,HS300/CYB,-1,HS300/CYB_-1,1.0928171662206365,0.0005464085831103182
2010-12-13,0.007023190247000599,0.9971955546230947,0.9194870580918428,ZZ500/CYB,-1,ZZ500/CYB_-1,1.8389741161836857,0.0009194870580918428
2010-12-14,-0.012388735611984947,0.9848415625434225,0.781977093648057,SZ50/ZZ500,1,SZ50/ZZ500_1,1.8389741161836857,0.0009194870580918428
2010-12-15,-0.004014515715444755,0.9808879006133687,0.781977093648057,SZ50/ZZ500,1,SZ50/ZZ500_1,0.0,0.0
2010-12-16,-0.004583368632175122,0.9763921297780173,0.781977093648057,SZ50/ZZ500,1,SZ50/ZZ500_1,0.0,0.0
2010-12-17,-0.0034156019167863594,0.9730571629480124,0.781977093648057,SZ50/ZZ500,1,SZ50/ZZ500_1,0.0,0.0
2010-12-20,-0.0028551695242980957,0.9702789197909633,0.781977093648057,SZ50/ZZ500,1,SZ50/ZZ500_1,0.0,0.0
2010-12-21,0.01045831420945964,0.9804264016049522,0.781977093648057,SZ50/ZZ500,1,SZ50/ZZ500_1,0.0,0.0
2010-12-22,-0.0031705303283096065,0.9773179299639883,0.781977093648057,SZ50/ZZ500,1,SZ50/ZZ500_1,0.0,0.0
2010-12-23,0.016182252372181738,0.9931331353545237,0.8973549803403355,SZ50/ZZ500,1,SZ50/ZZ500_1,0.23075577338455688,0.00011537788669227844
2010-12-24,0.011837441408305116,1.0048892906549294,0.8973549803403355,SZ50/ZZ500,1,SZ50/ZZ500_1,0.0,0.0
2010-12-27,0.00849098980476648,1.0134217953767994,0.5664878614053471,SZ50/CYB,1,SZ50/CYB_1,1.794709960680671,0.0008973549803403354
2010-12-28,-0.0007539551887754126,1.012657720755757,0.5664878614053471,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2010-12-29,-0.012475093957751926,1.000024720542286,0.6701651343054813,SZ50/CYB,1,SZ50/CYB_1,0.20735454580026835,0.00010367727290013418
2010-12-30,-0.004684066599493941,0.9953405381501257,0.6701651343054813,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2010-12-31,-0.0016457443753864487,0.993702462057871,0.6701651343054813,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-04,0.0025114142015887353,0.9961980605332369,0.6701651343054813,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-05,-0.006453313819545614,0.9897692818221933,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.226598622949729,0.0001132993114748645
2011-01-06,0.008087357806604523,0.9977739001502753,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-07,0.014431566658239747,1.0121733407001459,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-10,0.010816083342690908,1.0231210919104086,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-11,0.020563086243558182,1.0441596191609657,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-12,-0.0014040506641919137,1.0426935661541603,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-13,-0.00417001514743276,1.0383455181891668,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-14,0.006665138036450635,1.0452662343974275,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-17,0.0034463657795613667,1.0488686041781858,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-18,0.0046011455532348755,1.053694601292228,0.9255639570059616,SZ50/CYB,1,SZ50/CYB_1,0.28419902245123163,0.00014209951122561582
2011-01-19,-0.007345276894409003,1.0459549226835927,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.2604258738567118,0.0001302129369283559
2011-01-20,-0.003193624861279387,1.0426145350387328,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-21,0.012919261502078117,1.0560843448627657,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-24,0.022717159830356826,1.0800755817193508,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-25,0.01670300237075928,1.0981160867214084,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-26,-0.009916199288118821,1.0872269487639896,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-27,-0.005533317562859019,1.0812109767935802,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-28,-0.010545246126455132,1.069809340928667,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-01-31,0.0018373551819304001,1.0717749606648999,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-02-01,-0.0011082330559192277,1.0705871842249846,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-02-09,-0.006159918656310381,1.0639924542556702,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-02-10,-0.02203867525926806,1.0405434700780178,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-02-11,-0.007309577798702227,1.0329375366305509,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-02-14,0.023284717776585806,1.056989195651835,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0
2011-02-15,-0.003491860575767669,1.053298336750526,1.384492651644837,HS300/CYB,1,HS300/CYB_1,2.768985303289674,0.001384492651644837
2011-02-16,-0.011567441672804879,1.0411143696761018,1.384492651644837,HS300/CYB,1,HS300/CYB_1,0.0,0.0
2011-02-17,-0.011232353346147583,1.0294202052021482,1.384492651644837,HS300/CYB,1,HS300/CYB_1,0.0,0.0
2011-02-18,0.00433373842176632,1.0338814430975753,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,2.8018219199368146,0.0014009109599684073
2011-02-21,0.006878182719337378,1.0409926685733326,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0
2011-02-22,-0.000743299120311347,1.0402188996385315,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,2.8018219199368146,0.0014009109599684073
2011-02-23,0.01542138745215449,1.0562605183249112,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,0.0,0.0
2011-02-24,0.008112322189759436,1.064829243965885,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,0.0,0.0
2011-02-25,-0.0011841707145976432,1.0635683043591335,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,0.0,0.0
2011-02-28,0.0048364838790773135,1.068712235317464,1.1518371558753713,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,2.620175014881325,0.0013100875074406625
2011-03-01,-0.002123272669609322,1.0664430678365373,1.1518371558753713,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.0,0.0
2011-03-02,-0.006454956347015095,1.0595592243870755,1.3226955027136378,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.341716693676533,0.00017085834683826652
2011-03-03,-0.03060436684522916,1.027132085189687,1.3226955027136378,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.0,0.0
2011-03-04,-0.002266038033572282,1.0248045648191448,1.2016882120794241,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.24201458126842734,0.00012100729063421368
