合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,108,43049,1076362,573272,503090,87.76,2471216,1464642,1006574,2023-09-06
510300,沪深300ETF,94,45028,855892,460734,395158,85.77,1854476,1049680,804796,2023-09-06
510500,中证500ETF,88,30537,385845,208316,177529,85.22,799483,397956,401527,2023-09-06
588000,科创50ETF,96,20000,693814,441490,252324,57.15,1275424,846324,429100,2023-09-06
588080,科创板50ETF,94,6800,245512,161697,83815,51.83,482500,326969,155531,2023-09-06
