合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1461767,717324,744443,103.78,1794570,838960,955610,2020-06-29
510300,300ETF,,,1330593,670738,659855,98.38,1536559,654319,882240,2020-06-29
