合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,102,35581,922536,508748,413788,81.33,1809682,1078876,730806,2023-11-24
510300,沪深300ETF,98,44107,812234,442023,370211,83.75,1427259,834384,592875,2023-11-24
510500,中证500ETF,86,36684,460493,246430,214063,86.87,688362,380464,307898,2023-11-24
588000,科创50ETF,86,7145,291171,170211,120960,71.06,977709,698073,279636,2023-11-24
588080,科创板50ETF,92,2912,152261,92488,59773,64.63,429912,301260,128652,2023-11-24
