合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,130,34330,823591,396493,427098,107.72,1341075,755761,585314,2026-02-09
510300,沪深300ETF华泰柏瑞,166,50941,879788,465008,414780,89.2,1362581,735291,627290,2026-02-09
510500,中证500ETF,188,153770,1262399,627242,635157,101.26,1449977,668371,781606,2026-02-09
588000,科创50ETF,124,31577,1020018,469767,550251,117.13,2228269,1278472,949797,2026-02-09
588080,科创50ETF易方达,152,4081,154313,65573,88740,135.33,492985,286168,206817,2026-02-09
