合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,164,40743,789832,461556,328276,71.12,1311287,729257,582030,2025-01-24
510300,沪深300ETF,110,52885,706752,411100,295652,71.92,1076780,543868,532912,2025-01-24
510500,中证500ETF,166,109436,935060,500937,434123,86.66,936826,466687,470139,2025-01-24
588000,科创50ETF,104,14780,394846,234455,160391,68.41,1220847,744097,476750,2025-01-24
588080,科创板50ETF,100,5334,125831,72865,52966,72.69,428962,255670,173292,2025-01-24
