合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,4649230,2345137,2304093,98.25,3258221,2125513,1132708,2022-04-25
510300,300ETF,,,3923286,1801613,2121673,117.77,2275401,1392115,883286,2022-04-25
