合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,124,31135,905794,453724,452070,99.64,1074391,549587,524804,2025-05-29
510300,沪深300ETF,92,36778,728537,370512,358025,96.63,947948,518884,429064,2025-05-29
510500,中证500ETF,116,116862,1284454,699783,584671,83.55,1017242,483538,533704,2025-05-29
588000,科创50ETF,96,11962,544539,324381,220158,67.87,1197691,721484,476207,2025-05-29
588080,科创板50ETF,90,3036,149038,86687,62351,71.93,385530,229844,155686,2025-05-29
