合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1848641,1042531,806110,77.32,2602170,1541379,1060791,2022-11-08
510300,300ETF,,,1481402,803719,677683,84.32,1948291,982705,965586,2022-11-08
510500,500ETF,,,507143,295186,211957,71.8,647840,311170,336670,2022-11-08
