合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,110,88111,2510545,1374772,1135773,82.62,3004373,1909962,1094411,2023-08-17
510300,沪深300ETF,94,87755,1705019,879643,825376,93.83,2031698,1183591,848107,2023-08-17
510500,中证500ETF,82,42806,673164,340135,333029,97.91,830429,444334,386095,2023-08-17
588000,科创50ETF,90,15176,728526,446931,281595,63.01,984879,718933,265946,2023-08-17
588080,科创板50ETF,98,6200,319591,185306,134285,72.47,404733,292278,112455,2023-08-17
