合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2732901,1505122,1227779,81.57,3419489,1885135,1534354,2021-09-06
510300,300ETF,,,2219542,1126662,1092880,97.0,1902679,882412,1020267,2021-09-06
