合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,176,134730,2153032,1253656,899376,71.74,1814375,861836,952539,2024-10-11
510300,沪深300ETF,162,166867,1892125,1027507,864618,84.15,1465147,719238,745909,2024-10-11
510500,中证500ETF,168,215813,1791334,906013,885321,97.72,1134317,540072,594245,2024-10-11
588000,科创50ETF,150,65458,1507263,842852,664411,78.83,1376344,775377,600967,2024-10-11
588080,科创板50ETF,142,21150,504443,252780,251663,99.56,673515,348214,325301,2024-10-11
