合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1948451,979562,968889,98.91,1332490,667346,665144,2023-03-22
510300,300ETF,,,1156215,567572,588643,103.71,1039550,497243,542307,2023-03-22
510500,500ETF,,,418580,217407,201173,92.53,428398,194109,234289,2023-03-22
