合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2246949,1209766,1037183,85.73,2991532,1509428,1482104,2021-10-25
510300,300ETF,,,1367084,699055,668029,95.56,1734848,812690,922158,2021-10-25
