合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,102,74537,1871259,909829,961430,105.67,1623939,953659,670280,2025-10-14
510300,沪深300ETF,132,131223,2443234,933551,1509683,161.71,1345172,737052,608120,2025-10-14
510500,中证500ETF,114,294849,2905523,1245209,1660314,133.34,1298052,647230,650822,2025-10-14
588000,科创50ETF,134,129104,3392394,1384859,2007535,144.96,2278163,1180452,1097711,2025-10-14
588080,科创板50ETF,136,24444,628718,279085,349633,125.28,624078,349797,274281,2025-10-14
