合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2019697,1059493,960204,90.63,2365957,1410762,955195,2023-03-09
510300,300ETF,,,1167880,610072,557808,91.43,1580357,815649,764708,2023-03-09
510500,500ETF,,,436028,211847,224181,105.82,680338,331437,348901,2023-03-09
