合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,96,30605,1004565,539811,464754,86.1,1560265,717423,842842,2025-07-14
510300,沪深300ETF,152,37479,835153,464331,370822,79.86,1348864,667623,681241,2025-07-14
510500,中证500ETF,86,70410,1009373,540275,469098,86.83,1331840,605979,725861,2025-07-14
588000,科创50ETF,88,14849,664842,464469,200373,43.14,1839343,1155752,683591,2025-07-14
588080,科创板50ETF,86,2922,145608,100557,45051,44.8,526216,324728,201488,2025-07-14
