合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,118,56823,1506167,736212,769955,104.58,1299014,689584,609430,2024-03-28
510300,沪深300ETF,118,68144,1396084,712890,683194,95.83,1130708,617188,513520,2024-03-28
510500,中证500ETF,104,108004,1285529,606306,679223,112.03,818044,424225,393819,2024-03-28
588000,科创50ETF,90,15250,601185,328297,272888,83.12,945952,622391,323561,2024-03-28
588080,科创板50ETF,92,7430,312901,157689,155212,98.43,430939,284209,146730,2024-03-28
