合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2032494,972373,1060121,109.02,2688894,1489661,1199233,2022-12-23
510300,300ETF,,,1330796,640662,690134,107.72,1773542,923021,850521,2022-12-23
510500,500ETF,,,771827,323558,448269,138.54,705226,384530,320696,2022-12-23
