合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,128,20208,563391,325015,238376,73.34,1352035,764239,587796,2026-03-06
510300,沪深300ETF华泰柏瑞,146,40490,841976,448316,393660,87.81,1368967,740779,628188,2026-03-06
510500,中证500ETF,160,151434,1335177,573089,762088,132.98,1333849,588011,745838,2026-03-06
588000,科创50ETF,120,19770,645859,342840,303019,88.38,1966335,1075007,891328,2026-03-06
588080,科创50ETF易方达,148,2717,139377,60624,78753,129.9,471605,272590,199015,2026-03-06
