合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,206,82701,2302949,1193426,1109523,92.97,2972444,1889775,1082669,2023-12-21
510300,沪深300ETF,110,105621,1751745,901645,850100,94.28,1993041,1265387,727654,2023-12-21
510500,中证500ETF,88,67931,914437,421569,492868,116.91,851103,494652,356451,2023-12-21
588000,科创50ETF,86,14295,582727,362769,219958,60.63,1283432,936908,346524,2023-12-21
588080,科创板50ETF,94,5879,251555,152254,99301,65.22,578401,421676,156725,2023-12-21
