合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1492787,767227,725560,94.57,2276001,1245928,1030073,2023-02-10
510300,300ETF,,,1167460,637306,530154,83.19,1547437,795272,752165,2023-02-10
510500,500ETF,,,615802,319008,296794,93.04,648275,320883,327392,2023-02-10
