合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,94,44873,1334943,737017,597926,81.13,2018302,1203396,814906,2023-10-10
510300,沪深300ETF,92,51992,1064814,609842,454972,74.6,1567195,901124,666071,2023-10-10
510500,中证500ETF,82,24145,509325,186133,323192,173.63,681135,342310,338825,2023-10-10
588000,科创50ETF,88,6711,379149,240291,138858,57.79,1025977,722611,303366,2023-10-10
588080,科创板50ETF,86,2723,155464,97010,58454,60.26,417218,291506,125712,2023-10-10
