合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2090798,1117480,973318,87.1,3652584,2343676,1308908,2021-07-20
510300,300ETF,,,1340914,691139,649775,94.02,2165925,1165007,1000918,2021-07-20
