合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1995349,1070939,924410,86.32,2134122,1355691,778431,2022-10-27
510300,300ETF,,,1435577,757961,677616,89.4,1486259,821425,664834,2022-10-27
510500,500ETF,,,582728,305605,277123,90.68,549761,270924,278837,2022-10-27
