合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2419528,1291994,1127534,87.27,2845175,1624196,1220979,2022-05-23
510300,300ETF,,,2021466,1034347,987119,95.43,2285148,1146942,1138206,2022-05-23
