合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2132098,1132424,999674,88.28,3053879,1935478,1118401,2022-09-22
510300,300ETF,,,1848009,851317,996692,117.08,2201983,1264200,937783,2022-09-22
510500,500ETF,,,302235,156782,145453,92.77,223482,105655,117827,2022-09-22
