合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2367361,1245274,1122087,90.11,2047664,954774,1092890,2023-05-08
510300,300ETF,,,1202660,629945,572715,90.92,1437612,690617,746995,2023-05-08
510500,500ETF,,,435862,213887,221975,103.78,697903,333754,364149,2023-05-08
