合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2308570,1144182,1164388,101.77,2342420,1233925,1108495,2021-01-28
510300,300ETF,,,2048775,988986,1059789,107.16,1736848,882135,854713,2021-01-28
