合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1802159,976389,825770,84.57,2864465,1648092,1216373,2022-02-09
510300,300ETF,,,1602594,829701,772893,93.15,2044849,1046712,998137,2022-02-09
