合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2325093,1185371,1139722,96.15,3169889,1827804,1342085,2021-04-16
510300,300ETF,,,2011665,1063679,947986,89.12,2065821,1117457,948364,2021-04-16
