合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,100,48758,1277854,707855,569999,80.52,1727696,1018211,709485,2023-11-23
510300,沪深300ETF,98,53964,1042421,566126,476295,84.13,1400423,806890,593533,2023-11-23
510500,中证500ETF,86,45028,583788,310890,272898,87.78,669495,363566,305929,2023-11-23
588000,科创50ETF,86,9823,459401,290525,168876,58.13,948262,670252,278010,2023-11-23
588080,科创板50ETF,92,5062,235079,143067,92012,64.31,422711,295765,126946,2023-11-23
