合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1996274,1012925,983349,97.08,2802555,1562073,1240482,2022-07-13
510300,300ETF,,,2074927,1006241,1068686,106.21,2270488,1113889,1156599,2022-07-13
