合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,124,28920,873745,410510,463235,112.84,1228136,625297,602839,2025-06-03
510300,沪深300ETF,94,29671,640885,315756,325129,102.97,1056792,577602,479190,2025-06-03
510500,中证500ETF,116,78571,951923,482825,469098,97.16,1119519,540588,578931,2025-06-03
588000,科创50ETF,98,8780,374986,208173,166813,80.13,1291216,770728,520488,2025-06-03
588080,科创板50ETF,90,2378,111132,59269,51863,87.5,411890,243968,167922,2025-06-03
