合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,124,29706,949345,468316,481029,102.71,1453416,749016,704400,2025-06-16
510300,沪深300ETF,94,29917,702944,345890,357054,103.23,1211408,642854,568554,2025-06-16
510500,中证500ETF,116,85938,1149427,582190,567237,97.43,1300487,594212,706275,2025-06-16
588000,科创50ETF,98,6669,282918,151180,131738,87.14,1611530,961322,650208,2025-06-16
588080,科创板50ETF,92,1607,79430,45652,33778,73.99,493428,284928,208500,2025-06-16
