合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,152,41429,951261,507681,443580,87.37,1408374,752362,656012,2026-01-15
510300,沪深300ETF华泰柏瑞,102,79257,1253218,687892,565326,82.18,1413395,738934,674461,2026-01-15
510500,中证500ETF,122,306715,2206500,1090627,1115873,102.31,1582285,684755,897530,2026-01-15
588000,科创50ETF,122,83113,2607036,1208289,1398747,115.76,2279885,1167928,1111957,2026-01-15
588080,科创50ETF易方达,150,10645,366303,192869,173434,89.92,570642,297775,272867,2026-01-15
