合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2344775,1337498,1007277,75.31,2413105,1152393,1260712,2021-02-08
510300,300ETF,,,2032768,1143918,888850,77.7,1934411,890295,1044116,2021-02-08
