合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2452555,1168857,1283698,109.83,2145739,863013,1282726,2023-01-13
510300,300ETF,,,1482359,763307,719052,94.2,1414444,601528,812916,2023-01-13
510500,500ETF,,,468490,228822,239668,104.74,615846,271906,343940,2023-01-13
