合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1761238,944500,816738,86.47,1963826,1057876,905950,2020-10-29
510300,300ETF,,,1840201,970264,869937,89.66,1570728,781359,789369,2020-10-29
