合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,4477916,2773627,1704289,61.45,2582045,1432425,1149620,2022-11-11
510300,300ETF,,,2970914,1749337,1221577,69.83,1946272,970728,975544,2022-11-11
510500,500ETF,,,949647,564445,385202,68.24,660738,320796,339942,2022-11-11
