合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1587484,832690,754794,90.65,1820582,990205,830377,2020-04-22
510300,300ETF,,,1392632,716803,675829,94.28,1313348,647067,666281,2020-04-22
