合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1874802,977409,897393,91.81,2737754,1695719,1042035,2023-06-07
510300,300ETF,,,1140824,550521,590303,107.23,1583459,879227,704232,2023-06-07
510500,500ETF,,,505122,247386,257736,104.18,773396,374089,399307,2023-06-07
588000,科创50,,,272241,128290,143951,112.21,217762,119566,98196,2023-06-07
588080,科创板50,,,88599,37691,50908,135.07,82233,51327,30906,2023-06-07
