合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,1865122,1040365,824757,79.28,3851427,2088962,1762465,2020-01-20
510300,300ETF,,,1043151,580464,462687,79.71,1371964,741998,629966,2020-01-20
