合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,212,32254,712697,404270,308427,76.29,1661417,937664,723753,2024-12-05
510300,沪深300ETF,126,47151,682587,360727,321860,89.23,1305774,669146,636628,2024-12-05
510500,中证500ETF,146,111913,1010642,505779,504863,99.82,1048257,538958,509299,2024-12-05
588000,科创50ETF,118,15195,414194,237840,176354,74.15,1508721,904543,604178,2024-12-05
588080,科创板50ETF,116,4350,120649,60215,60434,100.36,587161,335964,251197,2024-12-05
