合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,4907563,2364571,2542992,107.55,3497314,2315209,1182105,2022-03-09
510300,300ETF,,,4084272,1889278,2194994,116.18,2377894,1420766,957128,2022-03-09
