合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2212213,1183443,1028770,86.93,2228304,1175438,1052866,2023-07-13
510300,300ETF,,,1338926,731819,607107,82.96,1422137,729816,692321,2023-07-13
510500,500ETF,,,536910,270683,266227,98.35,734333,341653,392680,2023-07-13
588000,科创50,,,367292,208400,158892,76.24,789828,499866,289962,2023-07-13
588080,科创板50,,,119630,65411,54219,82.89,222733,150913,71820,2023-07-13
