合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,128,43298,1192331,628630,563701,89.67,1622036,770242,851794,2024-05-10
510300,沪深300ETF,126,49298,988899,532045,456854,85.87,1318995,642604,676391,2024-05-10
510500,中证500ETF,112,82745,1030109,515437,514672,99.85,984550,444901,539649,2024-05-10
588000,科创50ETF,92,10590,404057,255420,148637,58.19,1082722,672549,410173,2024-05-10
588080,科创板50ETF,92,13711,489828,262099,227729,86.89,574314,338970,235344,2024-05-10
