合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2628090,1464713,1163377,79.43,3419001,2121366,1297635,2020-02-05
510300,300ETF,,,1957417,1004932,952485,94.78,1571112,909347,661765,2020-02-05
