合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,104,61024,1785891,1068961,716930,67.07,1525530,776078,749452,2023-07-26
510300,沪深300ETF,92,45579,943876,544937,398939,73.21,1207856,635001,572855,2023-07-26
510500,中证500ETF,82,25994,367296,196101,171195,87.3,615005,276930,338075,2023-07-26
588000,科创50ETF,86,11823,472547,263039,209508,79.65,547227,335456,211771,2023-07-26
588080,科创板50ETF,94,3834,165637,89668,75969,84.72,175870,123948,51922,2023-07-26
